Station,date,Flow_cfs_md,wet_within_72
J01-10004-1 (J01P01),2023-10-01,0.029,FALSE
J01-10004-1 (J01P01),2023-10-02,0.033,FALSE
J01-10004-1 (J01P01),2023-10-03,0.037,FALSE
J01-10004-1 (J01P01),2023-10-04,0.036,FALSE
J01-10004-1 (J01P01),2023-10-05,0.044,FALSE
J01-10004-1 (J01P01),2023-10-06,0.033,FALSE
J01-10004-1 (J01P01),2023-10-07,0.037,FALSE
J01-10004-1 (J01P01),2023-10-08,0.038,FALSE
J01-10004-1 (J01P01),2023-10-09,0.034,FALSE
J01-10004-1 (J01P01),2023-10-10,0.035,FALSE
J01-10004-1 (J01P01),2023-10-11,0.043,FALSE
J01-10004-1 (J01P01),2023-10-12,0.029,FALSE
J01-10004-1 (J01P01),2023-10-13,0.024,FALSE
J01-10004-1 (J01P01),2023-10-14,0.021,FALSE
J01-10004-1 (J01P01),2023-10-15,0.016,FALSE
J01-10004-1 (J01P01),2023-10-16,0.026,FALSE
J01-10004-1 (J01P01),2023-10-17,0.021,FALSE
J01-10004-1 (J01P01),2023-10-18,0.023,FALSE
J01-10004-1 (J01P01),2023-10-19,0.022,FALSE
J01-10004-1 (J01P01),2023-10-20,0.024,FALSE
J01-10004-1 (J01P01),2023-10-21,0.013,FALSE
J01-10004-1 (J01P01),2023-10-22,0.016,FALSE
J01-10004-1 (J01P01),2023-10-23,0.02,FALSE
J01-10004-1 (J01P01),2023-10-24,0.016,FALSE
J01-10004-1 (J01P01),2023-10-25,0.016,FALSE
J01-10004-1 (J01P01),2023-10-26,0.017,FALSE
J01-10004-1 (J01P01),2023-10-27,0.017,FALSE
J01-10004-1 (J01P01),2023-10-28,0.013,FALSE
J01-10004-1 (J01P01),2023-10-29,0.012,FALSE
J01-10004-1 (J01P01),2023-10-30,0.01,FALSE
J01-10004-1 (J01P01),2023-10-31,0.018,FALSE
J01-10004-1 (J01P01),2023-11-01,0.009,FALSE
J01-10004-1 (J01P01),2023-11-02,0.005,FALSE
