"","AvgDischarge","FacilityID","FlowCondition","ObsRecordDate","PersistentFlow","FlowConnectivity","Priority","PrioritizationScore2022","FloatDischargeCFS","VolumeDischargeCFS","PointY","PointX","Juris in Trib","Acres","AREA","PERCENTAGE","area_acres","Juris Discharge Point"
"1",0,"L03-455-3 (L03P37)","Dry",2022-07-06,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"LAGUNA NIGUEL",3.030775074,3.030724323,4.200759936,72.14698507,"SAN JUAN CAPISTRANO"
"2",0,"L03-455-3 (L03P37)","Dry",2022-07-06,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"MISSION VIEJO",43.30716458,43.30696036,60.02596233,72.14698507,"SAN JUAN CAPISTRANO"
"3",0,"L03-455-3 (L03P37)","Dry",2022-07-06,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"SAN JUAN CAPISTRANO",25.80938429,25.80936582,35.77328003,72.14698507,"SAN JUAN CAPISTRANO"
"4",0,"L03-455-3 (L03P37)","Dry",2021-08-25,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"LAGUNA NIGUEL",3.030775074,3.030724323,4.200759936,72.14698507,"SAN JUAN CAPISTRANO"
"5",0,"L03-455-3 (L03P37)","Dry",2021-08-25,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"MISSION VIEJO",43.30716458,43.30696036,60.02596233,72.14698507,"SAN JUAN CAPISTRANO"
"6",0,"L03-455-3 (L03P37)","Dry",2021-08-25,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"SAN JUAN CAPISTRANO",25.80938429,25.80936582,35.77328003,72.14698507,"SAN JUAN CAPISTRANO"
"7",0,"L03-455-3 (L03P37)","Dry",2023-08-31,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"LAGUNA NIGUEL",3.030775074,3.030724323,4.200759936,72.14698507,"SAN JUAN CAPISTRANO"
"8",0,"L03-455-3 (L03P37)","Dry",2023-08-31,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"MISSION VIEJO",43.30716458,43.30696036,60.02596233,72.14698507,"SAN JUAN CAPISTRANO"
"9",0,"L03-455-3 (L03P37)","Dry",2023-08-31,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"SAN JUAN CAPISTRANO",25.80938429,25.80936582,35.77328003,72.14698507,"SAN JUAN CAPISTRANO"
"10",0,"L03-455-3 (L03P37)","Dry",2021-05-14,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"LAGUNA NIGUEL",3.030775074,3.030724323,4.200759936,72.14698507,"SAN JUAN CAPISTRANO"
"11",0,"L03-455-3 (L03P37)","Dry",2021-05-14,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"MISSION VIEJO",43.30716458,43.30696036,60.02596233,72.14698507,"SAN JUAN CAPISTRANO"
"12",0,"L03-455-3 (L03P37)","Dry",2021-05-14,"Unknown","None - Flow Infiltrates or Outfall is Dry","Not A Priority",NA,NA,NA,33.53870259,-117.67558208,"SAN JUAN CAPISTRANO",25.80938429,25.80936582,35.77328003,72.14698507,"SAN JUAN CAPISTRANO"
