FACILITYID,EMC_Group,RC,RC_WMAcf,EMC_Group_Area,Area_Rainfall,Trib_LU_Volume_RC,Trib_LU_Volume_RC_WMAcf,TotalVol_RC,TotalVol_RC_WMAcf,"Copper, Total - Dissolved - mg/L","Copper, Total - Total - mg/L",Fecal coliforms - Total - CFU/100 mL,"Lead, Total - Total - mg/L",TN - Total - mg/L,TP - Total - mg/L,TSS - Total - mg/L,"Zinc, Total - Dissolved - mg/L","Zinc, Total - Total - mg/L",RC_Group,RC_M
DP01-12022-1,developed open space,0.217,0.03558707832292528,0.358599294,20.2,0.1309903454433,0.0214818602895749,6.1165866418911,1.20113941525087,1.1793966301118573e-4,0.0016609449461347104,7964976988.689539,2.1466215292851115e-4,1.15977894287249,0.11607695385974016,10.025963666777297,0.0034762002272317747,0.0038802677690388436,Developed Open Space,0.3972003861627511
DP01-12022-1,open space,0.078,0.01509272325584778,0.012032796,20.2,0.0015799061148,3.0570622770382145e-4,6.1165866418911,1.20113941525087,1.300504868524102e-6,1.670609834659692e-5,5631170.985301719,2.94500628443562e-6,0.006143398340342704,3.31154749809744e-4,0.1855144561500646,3.3862693880815485e-5,3.629102789340184e-5,Open Space,0.3972003861627511
DP01-12022-1,single family,0.405,0.07981888209877125,8.777435116,20.2,5.984016390333,1.1793518487335912,6.1165866418911,1.20113941525087,0.13532393764896888,0.20019459917906077,448663493384.7708,0.012328860688816718,50.50554518861647,5.57938629050304,490.6702633103128,0.25958362470427904,0.7521577251597227,Single Family Residential,0.3972003861627511
DP01-12022-2,single family,0.405,0.07981888209877125,10.181292044,20.2,6.941095850997,1.3679765712765428,6.941095850997,1.3679765712765428,0.15696755504768334,0.2322135855106605,520422423551.14136,0.014300730177295452,58.5833673061746,6.471749491642869,569.1477273312232,0.30110125088099343,0.8724573137592901,Single Family Residential,0.405
DP02-12131-1,developed open space,0.217,0.03558707832292528,0.935226113,20.2,0.34162251197701665,0.05602464097050954,6.915243116406117,1.3515827150536506,3.075863629739358e-4,0.00433174050220121,20772641201.202595,5.598383885595243e-4,3.0247007476871612,0.30272842190014226,26.147689596843875,0.009065921994045224,0.010119729190089759,Developed Open Space,0.39775255728584313
DP02-12131-1,open space,0.078,0.01509272325584778,0.275677699,20.2,0.0361964818787,0.0070038908183401,6.915243116406117,1.3515827150536506,2.9795252050564304e-5,3.8274551911771326e-4,129013095.53519735,6.747164632673495e-5,0.14074849424074798,0.007586929874026859,4.2502339774302005,7.758121662666425e-4,8.314465785007768e-4,Open Space,0.39775255728584313
DP02-12131-1,single family,0.405,0.07981888209877125,6.221590364,20.2,4.241569230657,0.8359439860137949,6.915243116406117,1.3515827150536506,0.09591983254432088,0.14190122430035024,318020062835.0925,0.008738899216790347,35.79916104435522,3.9547607613471554,347.7951522020439,0.18399714230508873,0.5331417655861248,Single Family Residential,0.39775255728584313
DP02-12131-1,surface street,0.471,0.09285404040906696,2.895698924,20.2,2.2958548918934,0.452610197251006,6.915243116406117,1.3515827150536506,0.06465037816026495,0.09239512841179157,128329637472.41745,0.007258630827214438,19.8380116576633,2.352135418170791,170.03478092911462,0.19703734614270177,0.42481994808295953,Streets and Roads,0.39775255728584313
DP04-12015-1,agriculture,0.222,0.01579763902777137,12.14913212,20.2,4.5401306732440005,0.32307813294964566,59.03980881212294,15.57854962055436,0.07770253459403391,0.17915148705442369,48961577368.694305,0.007503912399389879,68.21261004521787,10.968220126840801,760.4387924875816,0.11703813808083718,0.5147270124020863,Agriculture,0.18097054271288604
DP04-12015-1,agriculture,0.222,0.222,12.14913212,20.2,4.5401306732440005,4.5401306732440005,59.03980881212294,15.57854962055436,0.07770253459403391,0.17915148705442369,48961577368.694305,0.007503912399389879,68.21261004521787,10.968220126840801,760.4387924875816,0.11703813808083718,0.5147270124020863,Agriculture,0.18097054271288604
DP04-12015-1,business,0.422,0.14449337642180793,2.041358588,20.2,1.4501130956289332,0.4965207046940868,59.03980881212294,15.57854962055436,0.03293964522223633,0.047790504801044,79509659596.28992,0.0024551023233026752,11.767496004619533,1.0525564373973149,69.2488728677906,0.1739646304683413,0.2772532415024878,Education,0.18097054271288604
DP04-12015-1,developed open space,0.217,0.03558707832292528,20.41527786,20.2,7.457360747627001,1.2229754885166388,59.03980881212294,15.57854962055436,0.006714377388283763,0.09455861501362257,453451027632.5392,0.012220848092526835,66.02692691000937,6.608332213250245,570.7842639297639,0.19790221208838135,0.2209060251973901,Developed Open Space,0.18097054271288604
DP04-12015-1,multi-family,0.485,0.13696337177934276,13.72390749,20.2,11.2044268066275,3.164115617093931,59.03980881212294,15.57854962055436,0.2521811704699612,0.316999859347412,566236145846.6152,0.01602007457846004,113.68654854341356,8.742698501396887,444.2211031263112,0.6990551498130911,1.3891333024897143,Multi-family Residential,0.18097054271288604
DP04-12015-1,open space,0.078,0.01509272325584778,108.01239434,20.2,14.182027376842,2.7441719795581174,59.03980881212294,15.57854962055436,0.011673982065358307,0.1499622932604732,50548206839.07344,0.026435849168243056,55.14621573612631,2.972610640454148,1665.2705317576579,0.3039684745647933,0.3257664150398676,Open Space,0.18097054271288604
DP04-12015-1,single family,0.405,0.07981888209877125,19.99333051,20.2,13.630453075192502,2.686339572744751,59.03980881212294,15.57854962055436,0.3082422342716714,0.4560052834122183,1021970244435.2334,0.02808280361012685,115.04204180365592,12.708782540089603,1117.6536899611315,0.5912822066022383,1.7132724760739868,Single Family Residential,0.18097054271288604
DP04-12015-1,surface street,0.471,0.09285404040906696,2.56689962,20.2,2.035166363717,0.4012174517531894,59.03980881212294,15.57854962055436,0.05730949089942073,0.08190389478836543,113758131044.80267,0.006434431617759245,17.585455505598517,2.085056378289121,150.72776072687023,0.17466425281563897,0.37658271523485515,Streets and Roads,0.18097054271288604
DP05-12190-1,developed open space,0.217,0.03558707832292528,10.33474624,20.2,3.7751105557013336,0.6191020968822365,31.844304987366435,6.1512310068613205,0.0033989929964884954,0.04786803773493403,229548739673.60837,0.006186512118030652,33.42455289129109,3.34531016241377,288.9458848393698,0.10018326256902986,0.11182839288096139,Developed Open Space,0.37104711656273565
DP05-12190-1,single family,0.405,0.07981888209877125,37.43873988,20.2,25.523860913190003,5.030335913420614,31.844304987366435,6.1512310068613205,0.5772025237693691,0.8538979126582606,1913702078169.2021,0.05258677532164019,215.42329209217678,23.797976203710558,2092.8752092328095,1.1072122634886414,3.208207984318342,Single Family Residential,0.37104711656273565
DP05-12190-1,surface street,0.471,0.09285404040906696,3.210359486,20.2,2.5453335184751,0.5017929965584703,31.844304987366435,6.1512310068613205,0.0716755989650994,0.10243522712203876,142274552640.7898,0.008047388538353408,21.993705347164738,2.607729757225678,188.51157742313512,0.2184483711489227,0.4709829253540713,Streets and Roads,0.37104711656273565
DP06-12106-1,agriculture,0.222,0.01579763902777137,0.958792217,20.2,0.35830065149289997,0.02549686646711777,45.559733981161,10.20734897593458,0.006132173448611155,0.014138380400768714,3863978006.780244,5.921980874453451e-4,5.383242108705531,0.8655963231024366,60.01274729260013,0.009236483295736682,0.04062152329040461,Agriculture,0.403519394783603
DP06-12106-1,agriculture,0.222,0.222,0.958792217,20.2,0.35830065149289997,0.35830065149289997,45.559733981161,10.20734897593458,0.006132173448611155,0.014138380400768714,3863978006.780244,5.921980874453451e-4,5.383242108705531,0.8655963231024366,60.01274729260013,0.009236483295736682,0.04062152329040461,Agriculture,0.403519394783603
DP06-12106-1,business,0.486,0.12161927879041888,17.5046651,20.2,14.32056651831,3.583656320631856,45.559733981161,10.20734897593458,0.325294890389207,0.4719542944684162,785196252988.1289,0.02424532006233948,116.20970101991462,10.394502691865005,683.8660330772902,1.7179846661370939,2.738009538236339,Commercial,0.403519394783603
DP06-12106-1,developed open space,0.217,0.03558707832292528,8.342639999000001,20.2,3.047427347634717,0.4997651414917102,45.559733981161,10.20734897593458,0.00274380950149249,0.038641084842069816,185301356496.69162,0.004994011681720858,26.981698962313,2.700474469512887,233.24921971256586,0.08087212536519019,0.09027256226782741,Developed Open Space,0.403519394783603
DP06-12106-1,multi-family,0.485,0.13696337177934276,4.682116595,20.2,3.822558023434583,1.0794854344572793,45.559733981161,10.20734897593458,0.08603538344048756,0.10814924999637862,193179942162.17773,0.00546548838890092,38.78586881697129,2.982702540679396,151.5526828137274,0.23849313470999536,0.47392363239066443,Multi-family Residential,0.403519394783603
DP06-12106-1,open space,0.078,0.01509272325584778,3.280301453,20.2,0.4307035807789,0.08333961474357202,45.559733981161,10.20734897593458,3.5453505651165246e-4,0.0045543063042291065,1535132679.485023,8.02848182079069e-4,1.674772721334589,0.0902772229304606,50.573727009213954,0.009231424179362237,0.009893420575699075,Open Space,0.403519394783603
DP06-12106-1,single family,0.405,0.07981888209877125,17.75320231,20.2,12.1032456748425,2.3853519494634976,45.559733981161,10.20734897593458,0.2737056111173844,0.40491273061268457,907464841597.2617,0.024936300316408873,102.15229730105534,11.284842584638808,992.4275528018555,0.5250327168283655,1.521310962407339,Single Family Residential,0.403519394783603
DP06-12106-1,surface street,0.471,0.09285404040906696,14.02362557,20.2,11.1186315331745,2.191952997186648,45.559733981161,10.20734897593458,0.31309632668097825,0.44746181124009493,621489606716.8009,0.03515293666342318,96.07381666463789,11.3911933733766,823.464097687692,0.9542352427284785,2.0573671652137078,Streets and Roads,0.403519394783603
I00-11437-1,agriculture,0.222,0.01579763902777137,6.141847468,20.2,2.2952083987916,0.16332826025954422,328.59957269694803,67.43589739758283,0.03928158082731835,0.0905678773006583,24751935942.499344,0.0037935125665821243,34.48406373013356,5.544851628011089,384.43067587685675,0.05916722157032762,0.26021404381870844,Agriculture,0.3203016201832238
I00-11437-1,agriculture,0.222,0.222,6.141847468,20.2,2.2952083987916,2.2952083987916,328.59957269694803,67.43589739758283,0.03928158082731835,0.0905678773006583,24751935942.499344,0.0037935125665821243,34.48406373013356,5.544851628011089,384.43067587685675,0.05916722157032762,0.26021404381870844,Agriculture,0.3203016201832238
I00-11437-1,business,0.422,0.14449337642180793,12.20482247,20.2,8.669899055272333,2.968585278987067,328.59957269694803,67.43589739758283,0.1969387076457035,0.28572864673417425,475370317457.8411,0.014678502923364731,70.35520388092428,6.292997483933429,414.02338842732706,1.0400952793920686,1.6576345829985553,Education,0.3203016201832238
