jurisdicti,EMC_Group,RC,EMC_Group_Area,Area_Rainfall,Juris_LU_Volume,Stormwater Volume (acre-ft),Constituent,Fraction,Units,EMC_WMA_LU,LU_Load,PL_M
ALISO VIEJO,agriculture,0.222,12.713845295428296,20.2,4.751163986901554,2743.436311482026,"Copper, Total",Dissolved,mg/L,0.00629360460553263,0.02990194754960439,0.08131428600277765
ALISO VIEJO,agriculture,0.222,12.713845295428296,20.2,4.751163986901554,2743.436311482026,"Copper, Total",Total,mg/L,0.01451057716333891,0.06894213164761194,0.18747876542607453
ALISO VIEJO,agriculture,0.222,12.713845295428296,20.2,4.751163986901554,2743.436311482026,Fecal coliforms,Total,CFU/100 mL,874.2875300408374,4153.883426927137,51237398189.20684
ALISO VIEJO,agriculture,0.222,12.713845295428296,20.2,4.751163986901554,2743.436311482026,"Lead, Total",Total,mg/L,6.07787865390168e-4,0.0028876998177175357,0.007852707536140374
ALISO VIEJO,agriculture,0.222,12.713845295428296,20.2,4.751163986901554,2743.436311482026,TN,Total,mg/L,5.524957441593506,26.249978825662815,71.38325295554347
ALISO VIEJO,agriculture,0.222,12.713845295428296,20.2,4.751163986901554,2743.436311482026,TP,Total,mg/L,0.888383384987819,4.2208551453158245,11.478042421589604
ALISO VIEJO,agriculture,0.222,12.713845295428296,20.2,4.751163986901554,2743.436311482026,TSS,Total,mg/L,61.59259941300528,292.63654019072453,795.7853341979636
ALISO VIEJO,agriculture,0.222,12.713845295428296,20.2,4.751163986901554,2743.436311482026,"Zinc, Total",Dissolved,mg/L,0.00947963626536678,0.04503930643293659,0.12247827799774877
ALISO VIEJO,agriculture,0.222,12.713845295428296,20.2,4.751163986901554,2743.436311482026,"Zinc, Total",Total,mg/L,0.04169089609201182,0.19808028409402131,0.5386524354513421
ALISO VIEJO,business,0.414,67.45681443990236,20.2,47.01065398316795,2743.436311482026,"Copper, Total",Dissolved,mg/L,0.00835313816914241,0.39268648814314683,1.0678575819627725
ALISO VIEJO,business,0.414,67.45681443990236,20.2,47.01065398316795,2743.436311482026,"Copper, Total",Total,mg/L,0.01211915571897838,0.5697294360730236,1.5493018383565447
ALISO VIEJO,business,0.414,67.45681443990236,20.2,47.01065398316795,2743.436311482026,Fecal coliforms,Total,CFU/100 mL,4445.138075902403,208968.84799365283,2577592814565.6255
ALISO VIEJO,business,0.414,67.45681443990236,20.2,47.01065398316795,2743.436311482026,"Lead, Total",Total,mg/L,6.225874258076625e-4,0.02926824204891527,0.07959100994394948
ALISO VIEJO,business,0.414,67.45681443990236,20.2,47.01065398316795,2743.436311482026,TN,Total,mg/L,2.9841098581432983,140.284955988935,381.4858886448102
ALISO VIEJO,business,0.414,67.45681443990236,20.2,47.01065398316795,2743.436311482026,TP,Total,mg/L,0.26691694136598687,12.547939972801936,34.12241888263234
ALISO VIEJO,business,0.414,67.45681443990236,20.2,47.01065398316795,2743.436311482026,TSS,Total,mg/L,17.560766037988316,825.5430958912358,2244.9523495270314
ALISO VIEJO,business,0.414,67.45681443990236,20.2,47.01065398316795,2743.436311482026,"Zinc, Total",Dissolved,mg/L,0.04411555088228116,2.073900897803759,5.639691878453024
ALISO VIEJO,business,0.414,67.45681443990236,20.2,47.01065398316795,2743.436311482026,"Zinc, Total",Total,mg/L,0.07030842677532811,3.3052451232358506,8.988165296398622
ALISO VIEJO,business,0.422,203.84030133874364,20.2,144.80135539433218,2743.436311482026,"Copper, Total",Dissolved,mg/L,0.00835313816914241,1.2095457286879512,3.289195366048035
ALISO VIEJO,business,0.422,203.84030133874364,20.2,144.80135539433218,2743.436311482026,"Copper, Total",Total,mg/L,0.01211915571897838,1.7548701743430417,4.772131146894552
ALISO VIEJO,business,0.422,203.84030133874364,20.2,144.80135539433218,2743.436311482026,Fecal coliforms,Total,CFU/100 mL,4445.138075902403,643662.0183056218,7939454178566.232
ALISO VIEJO,business,0.422,203.84030133874364,20.2,144.80135539433218,2743.436311482026,"Lead, Total",Total,mg/L,6.225874258076625e-4,0.09015150310841775,0.24515477111239747
ALISO VIEJO,business,0.422,203.84030133874364,20.2,144.80135539433218,2743.436311482026,TN,Total,mg/L,2.9841098581432983,432.10315210473794,1175.0458472532252
ALISO VIEJO,business,0.422,203.84030133874364,20.2,144.80135539433218,2743.436311482026,TP,Total,mg/L,0.26691694136598687,38.649934887504386,105.10324968692031
ALISO VIEJO,business,0.422,203.84030133874364,20.2,144.80135539433218,2743.436311482026,TSS,Total,mg/L,17.560766037988316,2542.8227240634646,6914.861110496272
ALISO VIEJO,business,0.422,203.84030133874364,20.2,144.80135539433218,2743.436311482026,"Zinc, Total",Dissolved,mg/L,0.04411555088228116,6.387991561721939,17.371275632515122
ALISO VIEJO,business,0.422,203.84030133874364,20.2,144.80135539433218,2743.436311482026,"Zinc, Total",Total,mg/L,0.07030842677532811,10.180755492710666,27.685182126860397
ALISO VIEJO,business,0.486,515.2237748248427,20.2,421.50457018420383,2743.436311482026,"Copper, Total",Dissolved,mg/L,0.00835313816914241,3.520885913673639,9.574571144326589
ALISO VIEJO,business,0.486,515.2237748248427,20.2,421.50457018420383,2743.436311482026,"Copper, Total",Total,mg/L,0.01211915571897838,5.108279522323418,13.891272512309461
ALISO VIEJO,business,0.486,515.2237748248427,20.2,421.50457018420383,2743.436311482026,Fecal coliforms,Total,CFU/100 mL,4445.138075902403,1873646.0140926812,23111083538688.55
ALISO VIEJO,business,0.486,515.2237748248427,20.2,421.50457018420383,2743.436311482026,"Lead, Total",Total,mg/L,6.225874258076625e-4,0.2624234453171487,0.7136249252980589
ALISO VIEJO,business,0.486,515.2237748248427,20.2,421.50457018420383,2743.436311482026,TN,Total,mg/L,2.9841098581432983,1257.8159431391364,3420.4596596793376
ALISO VIEJO,business,0.486,515.2237748248427,20.2,421.50457018420383,2743.436311482026,TP,Total,mg/L,0.26691694136598687,112.50671064535263,305.94672241571055
ALISO VIEJO,business,0.486,515.2237748248427,20.2,421.50457018420383,2743.436311482026,TSS,Total,mg/L,17.560766037988316,7401.943140947629,20128.579268652917
ALISO VIEJO,business,0.486,515.2237748248427,20.2,421.50457018420383,2743.436311482026,"Zinc, Total",Dissolved,mg/L,0.04411555088228116,18.594906313075295,50.56632273292395
ALISO VIEJO,business,0.486,515.2237748248427,20.2,421.50457018420383,2743.436311482026,"Zinc, Total",Total,mg/L,0.07030842677532811,29.635323208262246,80.58923731117547
ALISO VIEJO,developed open space,0.217,965.3937189078367,20.2,352.64223562171765,2743.436311482026,"Copper, Total",Dissolved,mg/L,3.310954537412294e-4,0.11675824101149412,0.31750818193497515
ALISO VIEJO,developed open space,0.217,965.3937189078367,20.2,352.64223562171765,2743.436311482026,"Copper, Total",Total,mg/L,0.00466281916141745,1.6443069733820324,4.471469535157994
ALISO VIEJO,developed open space,0.217,965.3937189078367,20.2,352.64223562171765,2743.436311482026,Fecal coliforms,Total,CFU/100 mL,4929.609002773896,1738388.3394791326,21442704670038.58
ALISO VIEJO,developed open space,0.217,965.3937189078367,20.2,352.64223562171765,2743.436311482026,"Lead, Total",Total,mg/L,6.026273190062766e-4,0.21251184502109538,0.5778971057439344
ALISO VIEJO,developed open space,0.217,965.3937189078367,20.2,352.64223562171765,2743.436311482026,TN,Total,mg/L,3.2558812321981203,1148.161236641138,3122.2685752712973
ALISO VIEJO,developed open space,0.217,965.3937189078367,20.2,352.64223562171765,2743.436311482026,TP,Total,mg/L,0.3258662160451091,114.91419093973693,312.49353816672027
ALISO VIEJO,developed open space,0.217,965.3937189078367,20.2,352.64223562171765,2743.436311482026,TSS,Total,mg/L,28.146180044027034,9925.531854937068,26991.13610052168
ALISO VIEJO,developed open space,0.217,965.3937189078367,20.2,352.64223562171765,2743.436311482026,"Zinc, Total",Dissolved,mg/L,0.00975883822409692,3.4413785284162106,9.358361606354837
ALISO VIEJO,developed open space,0.217,965.3937189078367,20.2,352.64223562171765,2743.436311482026,"Zinc, Total",Total,mg/L,0.01089318881219404,3.841398455781589,10.446161480481397
