Station,area_acres,station,Rain_Gage_Total,Rain_Event_Total,HSN,Fraction,Sample Type,Collected Date,Composite Begin.x,Composite End.x,Composite Start Time,Composite End Time,Composite Begin.y,Composite End.y,LSPC_LU_DESC,Stormflow Volume -cf,Stormwater Volume (acre-ft)_RCandCF,RCandCF,RC_Group,"2,4'-DDD","2,4'-DDE","2,4'-DDT","4,4'-DDD","4,4'-DDE","4,4'-DDT",Acenaphthene,Acenaphthylene,Aldrin,"Ammonia, as Nitrogen",Anthracene,"Arsenic, Total",Azinphos Methyl,Benz[a]anthracene,Benzo[a]pyrene,Benzo[b]fluoranthene,"Benzo[g,h,i]perylene",Benzo[k]fluoranthene,BHC-alpha,BHC-beta,BHC-delta,BHC-gamma,Biphenyl,Bolstar (Sulprofos),"Cadmium, Total",Chlordane-alpha,Chlordane-gamma,Chloride,Chlorpyrifos,"Chromium, Total",Chrysene,"Copper, Total",Demeton,Diazinon,"Dibenz[a,h]anthracene",Dibenzothiophene,Dichlorvos,Dieldrin,Dimethoate,Dissolved Organic Carbon,Disulfoton,E. coli,Endosulfan-I,Endosulfan-II,Endosulfan Sulfate,Endrin,Endrin Aldehyde,Enterococcus,Ethoprop (Ethoprofos),Ethyl Parathion,Fecal coliforms,Fenchlorphos (Ronnel),Fensulfothion,Fenthion,Fluoranthene,Fluorene,"Hardness as CaCO3, Total",Heptachlor,Heptachlor Epoxide,"Indeno[1,2,3-cd]pyrene","Iron, Total","Lead, Total","Magnesium, Total",Malathion,"Manganese, Total",MBAS,"Mercury, Total",Merphos,Methoxychlor,Methyl Parathion,Mevinphos (Phosdrin),Mirex,Naphthalene,"Nickel, Total",Nitrate + Nitrite as N,"Nitrogen, Total Kjeldahl",Orthophosphate as P,Phenanthrene,Phorate,Pyrene,"Selenium, Total","Silver, Total",Sulfate,Temperature,Tetrachlorvinphos (Stirofos),"Thallium, Total",TN,Tokuthion (Prothiofos),Total Coliforms,Total Dissolved Solids,Total Organic Carbon (TOC),Toxaphene,TP,trans-Nonachlor,Trichloronate,TSS,VSS,"Zinc, Total"
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,EDU,162.9,0.0037340747836531,0.00811419364240867,Education,2.0204163477503832e-7,5.131857523285973e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.5053162712104756e-6,1.5799655839408002e-6,5.051040869375958e-7,0.3434707791175652,1.4668222684667782e-6,9.394936017039283e-4,1.0102081738751917e-6,3.677157752905698e-6,6.101657370206159e-6,5.051040869375958e-7,1.3556993693405072e-5,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,3.8791993876807355e-6,4.0408326955007664e-07,1.616333078200307e-4,1.0485960844824492e-6,8.081665391001533e-7,10.506165008301993,1.0102081738751916e-7,0.0023436829633904453,1.3031685442989971e-5,0.011920456451727264,2.0204163477503832e-7,1.0102081738751916e-7,5.051040869375958e-7,6.6067614571437545e-6,6.061249043251151e-7,2.0204163477503832e-7,1.0102081738751917e-6,11.314331547402146,2.0204163477503832e-7,NA,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,NA,2.0204163477503832e-7,2.0204163477503834e-6,NA,4.0408326955007664e-07,2.0204163477503832e-7,4.0408326955007664e-07,1.4163118597730188e-5,NA,46.46957599825882,5.051040869375958e-7,5.051040869375958e-7,1.3860056145567632e-6,1.3375156222107538,0.001886058660624983,0.003656953589428195,5.051040869375958e-7,0.04515630537222108,0.2222457982525422,1.0708206643077034e-5,2.0204163477503832e-7,5.051040869375958e-7,2.0204163477503832e-7,1.0102081738751917e-6,5.051040869375958e-7,6.202678187593677e-6,0.0033740953007431406,0.484899923460092,1.980008020795376,0.12526581356052377,7.010844726693831e-6,1.0102081738751917e-6,2.788174559895529e-5,1.8284767947140975e-4,3.434707791175652e-5,16.567414051553143,NA,4.0408326955007664e-07,3.333686973788133e-5,2.4649079442554678,6.061249043251151e-7,NA,84.85748660551612,14.546997703802761,2.5255204346879792e-6,0.4547512707189609,1.0081877575274414e-6,2.0204163477503832e-7,78.79623756226495,20.002121842728798,0.06525944803233738
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,UTIL,162.9,5.355716845828779e-4,0.00934478225168392,Commercial,2.0204163477503832e-7,5.131857523285973e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.5053162712104756e-6,1.5799655839408002e-6,5.051040869375958e-7,0.3434707791175652,1.4668222684667782e-6,9.394936017039283e-4,1.0102081738751917e-6,3.677157752905698e-6,6.101657370206159e-6,5.051040869375958e-7,1.3556993693405072e-5,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,3.8791993876807355e-6,4.0408326955007664e-07,1.616333078200307e-4,1.0485960844824492e-6,8.081665391001533e-7,10.506165008301993,1.0102081738751916e-7,0.0023436829633904453,1.3031685442989971e-5,0.011920456451727264,2.0204163477503832e-7,1.0102081738751916e-7,5.051040869375958e-7,6.6067614571437545e-6,6.061249043251151e-7,2.0204163477503832e-7,1.0102081738751917e-6,11.314331547402146,2.0204163477503832e-7,NA,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,NA,2.0204163477503832e-7,2.0204163477503834e-6,NA,4.0408326955007664e-07,2.0204163477503832e-7,4.0408326955007664e-07,1.4163118597730188e-5,NA,46.46957599825882,5.051040869375958e-7,5.051040869375958e-7,1.3860056145567632e-6,1.3375156222107538,0.001886058660624983,0.003656953589428195,5.051040869375958e-7,0.04515630537222108,0.2222457982525422,1.0708206643077034e-5,2.0204163477503832e-7,5.051040869375958e-7,2.0204163477503832e-7,1.0102081738751917e-6,5.051040869375958e-7,6.202678187593677e-6,0.0033740953007431406,0.484899923460092,1.980008020795376,0.12526581356052377,7.010844726693831e-6,1.0102081738751917e-6,2.788174559895529e-5,1.8284767947140975e-4,3.434707791175652e-5,16.567414051553143,NA,4.0408326955007664e-07,3.333686973788133e-5,2.4649079442554678,6.061249043251151e-7,NA,84.85748660551612,14.546997703802761,2.5255204346879792e-6,0.4547512707189609,1.0081877575274414e-6,2.0204163477503832e-7,78.79623756226495,20.002121842728798,0.06525944803233738
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,RESSFH,162.9,0.2925788221332158,0.00778731854306994,Single Family Residential,2.0204163477503832e-7,5.131857523285973e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.5053162712104756e-6,1.5799655839408002e-6,5.051040869375958e-7,0.3434707791175652,1.4668222684667782e-6,9.394936017039283e-4,1.0102081738751917e-6,3.677157752905698e-6,6.101657370206159e-6,5.051040869375958e-7,1.3556993693405072e-5,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,3.8791993876807355e-6,4.0408326955007664e-07,1.616333078200307e-4,1.0485960844824492e-6,8.081665391001533e-7,10.506165008301993,1.0102081738751916e-7,0.0023436829633904453,1.3031685442989971e-5,0.011920456451727264,2.0204163477503832e-7,1.0102081738751916e-7,5.051040869375958e-7,6.6067614571437545e-6,6.061249043251151e-7,2.0204163477503832e-7,1.0102081738751917e-6,11.314331547402146,2.0204163477503832e-7,NA,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,NA,2.0204163477503832e-7,2.0204163477503834e-6,NA,4.0408326955007664e-07,2.0204163477503832e-7,4.0408326955007664e-07,1.4163118597730188e-5,NA,46.46957599825882,5.051040869375958e-7,5.051040869375958e-7,1.3860056145567632e-6,1.3375156222107538,0.001886058660624983,0.003656953589428195,5.051040869375958e-7,0.04515630537222108,0.2222457982525422,1.0708206643077034e-5,2.0204163477503832e-7,5.051040869375958e-7,2.0204163477503832e-7,1.0102081738751917e-6,5.051040869375958e-7,6.202678187593677e-6,0.0033740953007431406,0.484899923460092,1.980008020795376,0.12526581356052377,7.010844726693831e-6,1.0102081738751917e-6,2.788174559895529e-5,1.8284767947140975e-4,3.434707791175652e-5,16.567414051553143,NA,4.0408326955007664e-07,3.333686973788133e-5,2.4649079442554678,6.061249043251151e-7,NA,84.85748660551612,14.546997703802761,2.5255204346879792e-6,0.4547512707189609,1.0081877575274414e-6,2.0204163477503832e-7,78.79623756226495,20.002121842728798,0.06525944803233738
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,TRANS,162.9,0.157432715685274,0.00905636304638504,Streets and Roads,2.0204163477503832e-7,5.131857523285973e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.5053162712104756e-6,1.5799655839408002e-6,5.051040869375958e-7,0.3434707791175652,1.4668222684667782e-6,9.394936017039283e-4,1.0102081738751917e-6,3.677157752905698e-6,6.101657370206159e-6,5.051040869375958e-7,1.3556993693405072e-5,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,3.8791993876807355e-6,4.0408326955007664e-07,1.616333078200307e-4,1.0485960844824492e-6,8.081665391001533e-7,10.506165008301993,1.0102081738751916e-7,0.0023436829633904453,1.3031685442989971e-5,0.011920456451727264,2.0204163477503832e-7,1.0102081738751916e-7,5.051040869375958e-7,6.6067614571437545e-6,6.061249043251151e-7,2.0204163477503832e-7,1.0102081738751917e-6,11.314331547402146,2.0204163477503832e-7,NA,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,NA,2.0204163477503832e-7,2.0204163477503834e-6,NA,4.0408326955007664e-07,2.0204163477503832e-7,4.0408326955007664e-07,1.4163118597730188e-5,NA,46.46957599825882,5.051040869375958e-7,5.051040869375958e-7,1.3860056145567632e-6,1.3375156222107538,0.001886058660624983,0.003656953589428195,5.051040869375958e-7,0.04515630537222108,0.2222457982525422,1.0708206643077034e-5,2.0204163477503832e-7,5.051040869375958e-7,2.0204163477503832e-7,1.0102081738751917e-6,5.051040869375958e-7,6.202678187593677e-6,0.0033740953007431406,0.484899923460092,1.980008020795376,0.12526581356052377,7.010844726693831e-6,1.0102081738751917e-6,2.788174559895529e-5,1.8284767947140975e-4,3.434707791175652e-5,16.567414051553143,NA,4.0408326955007664e-07,3.333686973788133e-5,2.4649079442554678,6.061249043251151e-7,NA,84.85748660551612,14.546997703802761,2.5255204346879792e-6,0.4547512707189609,1.0081877575274414e-6,2.0204163477503832e-7,78.79623756226495,20.002121842728798,0.06525944803233738
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,OSDEV,162.9,0.05643844054743056,0.00417246450332389,Developed Open Space,2.0204163477503832e-7,5.131857523285973e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.5053162712104756e-6,1.5799655839408002e-6,5.051040869375958e-7,0.3434707791175652,1.4668222684667782e-6,9.394936017039283e-4,1.0102081738751917e-6,3.677157752905698e-6,6.101657370206159e-6,5.051040869375958e-7,1.3556993693405072e-5,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,3.8791993876807355e-6,4.0408326955007664e-07,1.616333078200307e-4,1.0485960844824492e-6,8.081665391001533e-7,10.506165008301993,1.0102081738751916e-7,0.0023436829633904453,1.3031685442989971e-5,0.011920456451727264,2.0204163477503832e-7,1.0102081738751916e-7,5.051040869375958e-7,6.6067614571437545e-6,6.061249043251151e-7,2.0204163477503832e-7,1.0102081738751917e-6,11.314331547402146,2.0204163477503832e-7,NA,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,NA,2.0204163477503832e-7,2.0204163477503834e-6,NA,4.0408326955007664e-07,2.0204163477503832e-7,4.0408326955007664e-07,1.4163118597730188e-5,NA,46.46957599825882,5.051040869375958e-7,5.051040869375958e-7,1.3860056145567632e-6,1.3375156222107538,0.001886058660624983,0.003656953589428195,5.051040869375958e-7,0.04515630537222108,0.2222457982525422,1.0708206643077034e-5,2.0204163477503832e-7,5.051040869375958e-7,2.0204163477503832e-7,1.0102081738751917e-6,5.051040869375958e-7,6.202678187593677e-6,0.0033740953007431406,0.484899923460092,1.980008020795376,0.12526581356052377,7.010844726693831e-6,1.0102081738751917e-6,2.788174559895529e-5,1.8284767947140975e-4,3.434707791175652e-5,16.567414051553143,NA,4.0408326955007664e-07,3.333686973788133e-5,2.4649079442554678,6.061249043251151e-7,NA,84.85748660551612,14.546997703802761,2.5255204346879792e-6,0.4547512707189609,1.0081877575274414e-6,2.0204163477503832e-7,78.79623756226495,20.002121842728798,0.06525944803233738
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,OSIRR,162.9,3.6813190793745035e-5,0.00417246450332389,Developed Open Space,2.0204163477503832e-7,5.131857523285973e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.5053162712104756e-6,1.5799655839408002e-6,5.051040869375958e-7,0.3434707791175652,1.4668222684667782e-6,9.394936017039283e-4,1.0102081738751917e-6,3.677157752905698e-6,6.101657370206159e-6,5.051040869375958e-7,1.3556993693405072e-5,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,3.8791993876807355e-6,4.0408326955007664e-07,1.616333078200307e-4,1.0485960844824492e-6,8.081665391001533e-7,10.506165008301993,1.0102081738751916e-7,0.0023436829633904453,1.3031685442989971e-5,0.011920456451727264,2.0204163477503832e-7,1.0102081738751916e-7,5.051040869375958e-7,6.6067614571437545e-6,6.061249043251151e-7,2.0204163477503832e-7,1.0102081738751917e-6,11.314331547402146,2.0204163477503832e-7,NA,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,NA,2.0204163477503832e-7,2.0204163477503834e-6,NA,4.0408326955007664e-07,2.0204163477503832e-7,4.0408326955007664e-07,1.4163118597730188e-5,NA,46.46957599825882,5.051040869375958e-7,5.051040869375958e-7,1.3860056145567632e-6,1.3375156222107538,0.001886058660624983,0.003656953589428195,5.051040869375958e-7,0.04515630537222108,0.2222457982525422,1.0708206643077034e-5,2.0204163477503832e-7,5.051040869375958e-7,2.0204163477503832e-7,1.0102081738751917e-6,5.051040869375958e-7,6.202678187593677e-6,0.0033740953007431406,0.484899923460092,1.980008020795376,0.12526581356052377,7.010844726693831e-6,1.0102081738751917e-6,2.788174559895529e-5,1.8284767947140975e-4,3.434707791175652e-5,16.567414051553143,NA,4.0408326955007664e-07,3.333686973788133e-5,2.4649079442554678,6.061249043251151e-7,NA,84.85748660551612,14.546997703802761,2.5255204346879792e-6,0.4547512707189609,1.0081877575274414e-6,2.0204163477503832e-7,78.79623756226495,20.002121842728798,0.06525944803233738
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,OSLOW,162.9,0.00932521847157333,0.00149977986755421,Open Space,2.0204163477503832e-7,5.131857523285973e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.0204163477503832e-7,2.5053162712104756e-6,1.5799655839408002e-6,5.051040869375958e-7,0.3434707791175652,1.4668222684667782e-6,9.394936017039283e-4,1.0102081738751917e-6,3.677157752905698e-6,6.101657370206159e-6,5.051040869375958e-7,1.3556993693405072e-5,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,3.8791993876807355e-6,4.0408326955007664e-07,1.616333078200307e-4,1.0485960844824492e-6,8.081665391001533e-7,10.506165008301993,1.0102081738751916e-7,0.0023436829633904453,1.3031685442989971e-5,0.011920456451727264,2.0204163477503832e-7,1.0102081738751916e-7,5.051040869375958e-7,6.6067614571437545e-6,6.061249043251151e-7,2.0204163477503832e-7,1.0102081738751917e-6,11.314331547402146,2.0204163477503832e-7,NA,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,5.051040869375958e-7,NA,2.0204163477503832e-7,2.0204163477503834e-6,NA,4.0408326955007664e-07,2.0204163477503832e-7,4.0408326955007664e-07,1.4163118597730188e-5,NA,46.46957599825882,5.051040869375958e-7,5.051040869375958e-7,1.3860056145567632e-6,1.3375156222107538,0.001886058660624983,0.003656953589428195,5.051040869375958e-7,0.04515630537222108,0.2222457982525422,1.0708206643077034e-5,2.0204163477503832e-7,5.051040869375958e-7,2.0204163477503832e-7,1.0102081738751917e-6,5.051040869375958e-7,6.202678187593677e-6,0.0033740953007431406,0.484899923460092,1.980008020795376,0.12526581356052377,7.010844726693831e-6,1.0102081738751917e-6,2.788174559895529e-5,1.8284767947140975e-4,3.434707791175652e-5,16.567414051553143,NA,4.0408326955007664e-07,3.333686973788133e-5,2.4649079442554678,6.061249043251151e-7,NA,84.85748660551612,14.546997703802761,2.5255204346879792e-6,0.4547512707189609,1.0081877575274414e-6,2.0204163477503832e-7,78.79623756226495,20.002121842728798,0.06525944803233738
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209006,Dissolved,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,EDU,162.9,0.0037340747836531,0.00811419364240867,Education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.394936017039283e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.616333078200307e-4,NA,NA,NA,NA,0.0023436829633904453,NA,0.011920456451727264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3375156222107538,0.001886058660624983,NA,NA,0.04515630537222108,NA,1.0708206643077034e-5,NA,NA,NA,NA,NA,NA,0.0033740953007431406,NA,NA,NA,NA,NA,NA,1.8284767947140975e-4,3.434707791175652e-5,NA,NA,NA,3.333686973788133e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06525944803233738
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209006,Dissolved,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,UTIL,162.9,5.355716845828779e-4,0.00934478225168392,Commercial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.394936017039283e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.616333078200307e-4,NA,NA,NA,NA,0.0023436829633904453,NA,0.011920456451727264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3375156222107538,0.001886058660624983,NA,NA,0.04515630537222108,NA,1.0708206643077034e-5,NA,NA,NA,NA,NA,NA,0.0033740953007431406,NA,NA,NA,NA,NA,NA,1.8284767947140975e-4,3.434707791175652e-5,NA,NA,NA,3.333686973788133e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06525944803233738
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209006,Dissolved,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,RESSFH,162.9,0.2925788221332158,0.00778731854306994,Single Family Residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.394936017039283e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.616333078200307e-4,NA,NA,NA,NA,0.0023436829633904453,NA,0.011920456451727264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3375156222107538,0.001886058660624983,NA,NA,0.04515630537222108,NA,1.0708206643077034e-5,NA,NA,NA,NA,NA,NA,0.0033740953007431406,NA,NA,NA,NA,NA,NA,1.8284767947140975e-4,3.434707791175652e-5,NA,NA,NA,3.333686973788133e-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06525944803233738
