Station,area_acres,station,Rain_Gage_Total,Rain_Event_Total,HSN,Fraction,Sample Type,Collected Date,Composite Begin.x,Composite End.x,Composite Start Time,Composite End Time,Composite Begin.y,Composite End.y,LSPC_LU_DESC,Stormflow Volume -cf,Stormwater Volume (acre-ft)_RC_Event,RC_Group,"2,4'-DDD","2,4'-DDE","2,4'-DDT","4,4'-DDD","4,4'-DDE","4,4'-DDT",Acenaphthene,Acenaphthylene,Aldrin,"Ammonia, as Nitrogen",Anthracene,"Arsenic, Total",Azinphos Methyl,Benz[a]anthracene,Benzo[a]pyrene,Benzo[b]fluoranthene,"Benzo[g,h,i]perylene",Benzo[k]fluoranthene,BHC-alpha,BHC-beta,BHC-delta,BHC-gamma,Biphenyl,Bolstar (Sulprofos),"Cadmium, Total",Chlordane-alpha,Chlordane-gamma,Chloride,Chlorpyrifos,"Chromium, Total",Chrysene,"Copper, Total",Demeton,Diazinon,"Dibenz[a,h]anthracene",Dibenzothiophene,Dichlorvos,Dieldrin,Dimethoate,Dissolved Organic Carbon,Disulfoton,E. coli,Endosulfan-I,Endosulfan-II,Endosulfan Sulfate,Endrin,Endrin Aldehyde,Enterococcus,Ethoprop (Ethoprofos),Ethyl Parathion,Fecal coliforms,Fenchlorphos (Ronnel),Fensulfothion,Fenthion,Fluoranthene,Fluorene,"Hardness as CaCO3, Total",Heptachlor,Heptachlor Epoxide,"Indeno[1,2,3-cd]pyrene","Iron, Total","Lead, Total","Magnesium, Total",Malathion,"Manganese, Total",MBAS,"Mercury, Total",Merphos,Methoxychlor,Methyl Parathion,Mevinphos (Phosdrin),Mirex,Naphthalene,"Nickel, Total",Nitrate + Nitrite as N,"Nitrogen, Total Kjeldahl",Orthophosphate as P,Phenanthrene,Phorate,Pyrene,"Selenium, Total","Silver, Total",Sulfate,Temperature,Tetrachlorvinphos (Stirofos),"Thallium, Total",TN,Tokuthion (Prothiofos),Total Coliforms,Total Dissolved Solids,Total Organic Carbon (TOC),Toxaphene,TP,trans-Nonachlor,Trichloronate,TSS,VSS,"Zinc, Total"
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,EDU,162.9,0.5200811688311688,Education,1.4142901172855564e-6,3.5922968979053134e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.75371974543409e-5,1.1059748717173049e-5,3.5357252932138907e-6,2.4042931993854455,1.026774625149314e-5,0.006576449045377838,7.071450586427781e-6,2.5740080134597123e-5,4.2711561542023796e-5,3.5357252932138907e-6,9.489886686986082e-5,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,2.7154370251882675e-5,2.828580234571113e-6,0.0011314320938284452,7.340165708712038e-6,5.657160469142226e-6,73.54308609884893,7.071450586427782e-7,0.016405765360512452,9.122171256491839e-5,0.08344311691984782,1.4142901172855564e-6,7.071450586427782e-7,3.5357252932138907e-6,4.624728683523769e-5,4.242870351856669e-6,1.4142901172855564e-6,7.071450586427781e-6,79.20024656799116,1.4142901172855564e-6,NA,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,NA,1.4142901172855564e-6,1.4142901172855563e-5,NA,2.828580234571113e-6,1.4142901172855564e-6,2.828580234571113e-6,9.914173722171749e-5,NA,325.286726975678,3.5357252932138907e-6,3.5357252932138907e-6,9.702030204578918e-6,9.362600576430385,0.01320239824486067,0.02559865112286857,3.5357252932138907e-6,0.3160938412133219,1.5557191290141121,7.495737621613448e-5,1.4142901172855564e-6,3.5357252932138907e-6,1.4142901172855564e-6,7.071450586427781e-6,3.5357252932138907e-6,4.341870660066658e-5,0.023618644958668795,3.394296281485335,13.860043149398454,0.876859872717045,4.907586706980881e-5,7.071450586427781e-6,1.9517203618540677e-4,0.0012799325561434285,2.4042931993854455e-4,115.97178961741562,NA,2.828580234571113e-6,2.3335786935211683e-4,17.25433943088379,4.242870351856669e-6,NA,594.0018492599337,101.82888844456005,1.7678626466069452e-5,3.183255910183985,7.057307685254927e-6,1.4142901172855564e-6,551.57314574136694,140.0147216112701,0.4568157078832348
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,UTIL,162.9,0.5200811688311688,Commercial,1.4142901172855564e-6,3.5922968979053134e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.75371974543409e-5,1.1059748717173049e-5,3.5357252932138907e-6,2.4042931993854455,1.026774625149314e-5,0.006576449045377838,7.071450586427781e-6,2.5740080134597123e-5,4.2711561542023796e-5,3.5357252932138907e-6,9.489886686986082e-5,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,2.7154370251882675e-5,2.828580234571113e-6,0.0011314320938284452,7.340165708712038e-6,5.657160469142226e-6,73.54308609884893,7.071450586427782e-7,0.016405765360512452,9.122171256491839e-5,0.08344311691984782,1.4142901172855564e-6,7.071450586427782e-7,3.5357252932138907e-6,4.624728683523769e-5,4.242870351856669e-6,1.4142901172855564e-6,7.071450586427781e-6,79.20024656799116,1.4142901172855564e-6,NA,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,NA,1.4142901172855564e-6,1.4142901172855563e-5,NA,2.828580234571113e-6,1.4142901172855564e-6,2.828580234571113e-6,9.914173722171749e-5,NA,325.286726975678,3.5357252932138907e-6,3.5357252932138907e-6,9.702030204578918e-6,9.362600576430385,0.01320239824486067,0.02559865112286857,3.5357252932138907e-6,0.3160938412133219,1.5557191290141121,7.495737621613448e-5,1.4142901172855564e-6,3.5357252932138907e-6,1.4142901172855564e-6,7.071450586427781e-6,3.5357252932138907e-6,4.341870660066658e-5,0.023618644958668795,3.394296281485335,13.860043149398454,0.876859872717045,4.907586706980881e-5,7.071450586427781e-6,1.9517203618540677e-4,0.0012799325561434285,2.4042931993854455e-4,115.97178961741562,NA,2.828580234571113e-6,2.3335786935211683e-4,17.25433943088379,4.242870351856669e-6,NA,594.0018492599337,101.82888844456005,1.7678626466069452e-5,3.183255910183985,7.057307685254927e-6,1.4142901172855564e-6,551.57314574136694,140.0147216112701,0.4568157078832348
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,RESSFH,162.9,0.5200811688311688,Single Family Residential,1.4142901172855564e-6,3.5922968979053134e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.75371974543409e-5,1.1059748717173049e-5,3.5357252932138907e-6,2.4042931993854455,1.026774625149314e-5,0.006576449045377838,7.071450586427781e-6,2.5740080134597123e-5,4.2711561542023796e-5,3.5357252932138907e-6,9.489886686986082e-5,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,2.7154370251882675e-5,2.828580234571113e-6,0.0011314320938284452,7.340165708712038e-6,5.657160469142226e-6,73.54308609884893,7.071450586427782e-7,0.016405765360512452,9.122171256491839e-5,0.08344311691984782,1.4142901172855564e-6,7.071450586427782e-7,3.5357252932138907e-6,4.624728683523769e-5,4.242870351856669e-6,1.4142901172855564e-6,7.071450586427781e-6,79.20024656799116,1.4142901172855564e-6,NA,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,NA,1.4142901172855564e-6,1.4142901172855563e-5,NA,2.828580234571113e-6,1.4142901172855564e-6,2.828580234571113e-6,9.914173722171749e-5,NA,325.286726975678,3.5357252932138907e-6,3.5357252932138907e-6,9.702030204578918e-6,9.362600576430385,0.01320239824486067,0.02559865112286857,3.5357252932138907e-6,0.3160938412133219,1.5557191290141121,7.495737621613448e-5,1.4142901172855564e-6,3.5357252932138907e-6,1.4142901172855564e-6,7.071450586427781e-6,3.5357252932138907e-6,4.341870660066658e-5,0.023618644958668795,3.394296281485335,13.860043149398454,0.876859872717045,4.907586706980881e-5,7.071450586427781e-6,1.9517203618540677e-4,0.0012799325561434285,2.4042931993854455e-4,115.97178961741562,NA,2.828580234571113e-6,2.3335786935211683e-4,17.25433943088379,4.242870351856669e-6,NA,594.0018492599337,101.82888844456005,1.7678626466069452e-5,3.183255910183985,7.057307685254927e-6,1.4142901172855564e-6,551.57314574136694,140.0147216112701,0.4568157078832348
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,TRANS,162.9,0.5200811688311688,Streets and Roads,1.4142901172855564e-6,3.5922968979053134e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.75371974543409e-5,1.1059748717173049e-5,3.5357252932138907e-6,2.4042931993854455,1.026774625149314e-5,0.006576449045377838,7.071450586427781e-6,2.5740080134597123e-5,4.2711561542023796e-5,3.5357252932138907e-6,9.489886686986082e-5,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,2.7154370251882675e-5,2.828580234571113e-6,0.0011314320938284452,7.340165708712038e-6,5.657160469142226e-6,73.54308609884893,7.071450586427782e-7,0.016405765360512452,9.122171256491839e-5,0.08344311691984782,1.4142901172855564e-6,7.071450586427782e-7,3.5357252932138907e-6,4.624728683523769e-5,4.242870351856669e-6,1.4142901172855564e-6,7.071450586427781e-6,79.20024656799116,1.4142901172855564e-6,NA,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,NA,1.4142901172855564e-6,1.4142901172855563e-5,NA,2.828580234571113e-6,1.4142901172855564e-6,2.828580234571113e-6,9.914173722171749e-5,NA,325.286726975678,3.5357252932138907e-6,3.5357252932138907e-6,9.702030204578918e-6,9.362600576430385,0.01320239824486067,0.02559865112286857,3.5357252932138907e-6,0.3160938412133219,1.5557191290141121,7.495737621613448e-5,1.4142901172855564e-6,3.5357252932138907e-6,1.4142901172855564e-6,7.071450586427781e-6,3.5357252932138907e-6,4.341870660066658e-5,0.023618644958668795,3.394296281485335,13.860043149398454,0.876859872717045,4.907586706980881e-5,7.071450586427781e-6,1.9517203618540677e-4,0.0012799325561434285,2.4042931993854455e-4,115.97178961741562,NA,2.828580234571113e-6,2.3335786935211683e-4,17.25433943088379,4.242870351856669e-6,NA,594.0018492599337,101.82888844456005,1.7678626466069452e-5,3.183255910183985,7.057307685254927e-6,1.4142901172855564e-6,551.57314574136694,140.0147216112701,0.4568157078832348
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,OSDEV,162.9,0.5200811688311688,Developed Open Space,1.4142901172855564e-6,3.5922968979053134e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.75371974543409e-5,1.1059748717173049e-5,3.5357252932138907e-6,2.4042931993854455,1.026774625149314e-5,0.006576449045377838,7.071450586427781e-6,2.5740080134597123e-5,4.2711561542023796e-5,3.5357252932138907e-6,9.489886686986082e-5,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,2.7154370251882675e-5,2.828580234571113e-6,0.0011314320938284452,7.340165708712038e-6,5.657160469142226e-6,73.54308609884893,7.071450586427782e-7,0.016405765360512452,9.122171256491839e-5,0.08344311691984782,1.4142901172855564e-6,7.071450586427782e-7,3.5357252932138907e-6,4.624728683523769e-5,4.242870351856669e-6,1.4142901172855564e-6,7.071450586427781e-6,79.20024656799116,1.4142901172855564e-6,NA,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,NA,1.4142901172855564e-6,1.4142901172855563e-5,NA,2.828580234571113e-6,1.4142901172855564e-6,2.828580234571113e-6,9.914173722171749e-5,NA,325.286726975678,3.5357252932138907e-6,3.5357252932138907e-6,9.702030204578918e-6,9.362600576430385,0.01320239824486067,0.02559865112286857,3.5357252932138907e-6,0.3160938412133219,1.5557191290141121,7.495737621613448e-5,1.4142901172855564e-6,3.5357252932138907e-6,1.4142901172855564e-6,7.071450586427781e-6,3.5357252932138907e-6,4.341870660066658e-5,0.023618644958668795,3.394296281485335,13.860043149398454,0.876859872717045,4.907586706980881e-5,7.071450586427781e-6,1.9517203618540677e-4,0.0012799325561434285,2.4042931993854455e-4,115.97178961741562,NA,2.828580234571113e-6,2.3335786935211683e-4,17.25433943088379,4.242870351856669e-6,NA,594.0018492599337,101.82888844456005,1.7678626466069452e-5,3.183255910183985,7.057307685254927e-6,1.4142901172855564e-6,551.57314574136694,140.0147216112701,0.4568157078832348
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,OSIRR,162.9,0.5200811688311688,Developed Open Space,1.4142901172855564e-6,3.5922968979053134e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.75371974543409e-5,1.1059748717173049e-5,3.5357252932138907e-6,2.4042931993854455,1.026774625149314e-5,0.006576449045377838,7.071450586427781e-6,2.5740080134597123e-5,4.2711561542023796e-5,3.5357252932138907e-6,9.489886686986082e-5,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,2.7154370251882675e-5,2.828580234571113e-6,0.0011314320938284452,7.340165708712038e-6,5.657160469142226e-6,73.54308609884893,7.071450586427782e-7,0.016405765360512452,9.122171256491839e-5,0.08344311691984782,1.4142901172855564e-6,7.071450586427782e-7,3.5357252932138907e-6,4.624728683523769e-5,4.242870351856669e-6,1.4142901172855564e-6,7.071450586427781e-6,79.20024656799116,1.4142901172855564e-6,NA,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,NA,1.4142901172855564e-6,1.4142901172855563e-5,NA,2.828580234571113e-6,1.4142901172855564e-6,2.828580234571113e-6,9.914173722171749e-5,NA,325.286726975678,3.5357252932138907e-6,3.5357252932138907e-6,9.702030204578918e-6,9.362600576430385,0.01320239824486067,0.02559865112286857,3.5357252932138907e-6,0.3160938412133219,1.5557191290141121,7.495737621613448e-5,1.4142901172855564e-6,3.5357252932138907e-6,1.4142901172855564e-6,7.071450586427781e-6,3.5357252932138907e-6,4.341870660066658e-5,0.023618644958668795,3.394296281485335,13.860043149398454,0.876859872717045,4.907586706980881e-5,7.071450586427781e-6,1.9517203618540677e-4,0.0012799325561434285,2.4042931993854455e-4,115.97178961741562,NA,2.828580234571113e-6,2.3335786935211683e-4,17.25433943088379,4.242870351856669e-6,NA,594.0018492599337,101.82888844456005,1.7678626466069452e-5,3.183255910183985,7.057307685254927e-6,1.4142901172855564e-6,551.57314574136694,140.0147216112701,0.4568157078832348
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,OSLOW,162.9,0.5200811688311688,Open Space,1.4142901172855564e-6,3.5922968979053134e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.4142901172855564e-6,1.75371974543409e-5,1.1059748717173049e-5,3.5357252932138907e-6,2.4042931993854455,1.026774625149314e-5,0.006576449045377838,7.071450586427781e-6,2.5740080134597123e-5,4.2711561542023796e-5,3.5357252932138907e-6,9.489886686986082e-5,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,2.7154370251882675e-5,2.828580234571113e-6,0.0011314320938284452,7.340165708712038e-6,5.657160469142226e-6,73.54308609884893,7.071450586427782e-7,0.016405765360512452,9.122171256491839e-5,0.08344311691984782,1.4142901172855564e-6,7.071450586427782e-7,3.5357252932138907e-6,4.624728683523769e-5,4.242870351856669e-6,1.4142901172855564e-6,7.071450586427781e-6,79.20024656799116,1.4142901172855564e-6,NA,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,3.5357252932138907e-6,NA,1.4142901172855564e-6,1.4142901172855563e-5,NA,2.828580234571113e-6,1.4142901172855564e-6,2.828580234571113e-6,9.914173722171749e-5,NA,325.286726975678,3.5357252932138907e-6,3.5357252932138907e-6,9.702030204578918e-6,9.362600576430385,0.01320239824486067,0.02559865112286857,3.5357252932138907e-6,0.3160938412133219,1.5557191290141121,7.495737621613448e-5,1.4142901172855564e-6,3.5357252932138907e-6,1.4142901172855564e-6,7.071450586427781e-6,3.5357252932138907e-6,4.341870660066658e-5,0.023618644958668795,3.394296281485335,13.860043149398454,0.876859872717045,4.907586706980881e-5,7.071450586427781e-6,1.9517203618540677e-4,0.0012799325561434285,2.4042931993854455e-4,115.97178961741562,NA,2.828580234571113e-6,2.3335786935211683e-4,17.25433943088379,4.242870351856669e-6,NA,594.0018492599337,101.82888844456005,1.7678626466069452e-5,3.183255910183985,7.057307685254927e-6,1.4142901172855564e-6,551.57314574136694,140.0147216112701,0.4568157078832348
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209006,Dissolved,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,EDU,162.9,0.5200811688311688,Education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006576449045377838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011314320938284452,NA,NA,NA,NA,0.016405765360512452,NA,0.08344311691984782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.362600576430385,0.01320239824486067,NA,NA,0.3160938412133219,NA,7.495737621613448e-5,NA,NA,NA,NA,NA,NA,0.023618644958668795,NA,NA,NA,NA,NA,NA,0.0012799325561434285,2.4042931993854455e-4,NA,NA,NA,2.3335786935211683e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4568157078832348
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209006,Dissolved,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,UTIL,162.9,0.5200811688311688,Commercial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006576449045377838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011314320938284452,NA,NA,NA,NA,0.016405765360512452,NA,0.08344311691984782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.362600576430385,0.01320239824486067,NA,NA,0.3160938412133219,NA,7.495737621613448e-5,NA,NA,NA,NA,NA,NA,0.023618644958668795,NA,NA,NA,NA,NA,NA,0.0012799325561434285,2.4042931993854455e-4,NA,NA,NA,2.3335786935211683e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4568157078832348
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209006,Dissolved,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,RESSFH,162.9,0.5200811688311688,Single Family Residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006576449045377838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0011314320938284452,NA,NA,NA,NA,0.016405765360512452,NA,0.08344311691984782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.362600576430385,0.01320239824486067,NA,NA,0.3160938412133219,NA,7.495737621613448e-5,NA,NA,NA,NA,NA,NA,0.023618644958668795,NA,NA,NA,NA,NA,NA,0.0012799325561434285,2.4042931993854455e-4,NA,NA,NA,2.3335786935211683e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4568157078832348
