Station,area_acres,station,Rain_Gage_Total,Rain_Event_Total,HSN,Fraction,Sample Type,Collected Date,Composite Begin.x,Composite End.x,Composite Start Time,Composite End Time,Composite Begin.y,Composite End.y,LSPC_LU_DESC,Stormflow Volume -cf,Stormwater Volume (acre-ft)_RC_WMAcf_M,RC_WMAcf_M,RC_Group,"2,4'-DDD","2,4'-DDE","2,4'-DDT","4,4'-DDD","4,4'-DDE","4,4'-DDT",Acenaphthene,Acenaphthylene,Aldrin,"Ammonia, as Nitrogen",Anthracene,"Arsenic, Total",Azinphos Methyl,Benz[a]anthracene,Benzo[a]pyrene,Benzo[b]fluoranthene,"Benzo[g,h,i]perylene",Benzo[k]fluoranthene,BHC-alpha,BHC-beta,BHC-delta,BHC-gamma,Biphenyl,Bolstar (Sulprofos),"Cadmium, Total",Chlordane-alpha,Chlordane-gamma,Chloride,Chlorpyrifos,"Chromium, Total",Chrysene,"Copper, Total",Demeton,Diazinon,"Dibenz[a,h]anthracene",Dibenzothiophene,Dichlorvos,Dieldrin,Dimethoate,Dissolved Organic Carbon,Disulfoton,E. coli,Endosulfan-I,Endosulfan-II,Endosulfan Sulfate,Endrin,Endrin Aldehyde,Enterococcus,Ethoprop (Ethoprofos),Ethyl Parathion,Fecal coliforms,Fenchlorphos (Ronnel),Fensulfothion,Fenthion,Fluoranthene,Fluorene,"Hardness as CaCO3, Total",Heptachlor,Heptachlor Epoxide,"Indeno[1,2,3-cd]pyrene","Iron, Total","Lead, Total","Magnesium, Total",Malathion,"Manganese, Total",MBAS,"Mercury, Total",Merphos,Methoxychlor,Methyl Parathion,Mevinphos (Phosdrin),Mirex,Naphthalene,"Nickel, Total",Nitrate + Nitrite as N,"Nitrogen, Total Kjeldahl",Orthophosphate as P,Phenanthrene,Phorate,Pyrene,"Selenium, Total","Silver, Total",Sulfate,Temperature,Tetrachlorvinphos (Stirofos),"Thallium, Total",TN,Tokuthion (Prothiofos),Total Coliforms,Total Dissolved Solids,Total Organic Carbon (TOC),Toxaphene,TP,trans-Nonachlor,Trichloronate,TSS,VSS,"Zinc, Total"
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,EDU,162.9,5.262014632678658,0.069950128840483,Education,1.430933426936916e-5,3.634570904419767e-5,1.430933426936916e-5,1.430933426936916e-5,1.430933426936916e-5,1.430933426936916e-5,1.7743574494017762e-4,1.1189899398646683e-4,3.57733356734229e-5,24.32586825792757,1.038857667956201e-4,0.06653840435256658,7.15466713468458e-5,2.604298837025187e-4,4.3214189493494867e-4,3.57733356734229e-5,9.601563294746704e-4,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,2.747392179718879e-4,2.861866853873832e-5,0.011447467415495328,7.426544485802595e-5,5.723733707747664e-5,744.0853820071964,7.15466713468458e-6,0.1659882775246823,9.229520603743109e-4,0.8442507218927806,1.430933426936916e-5,7.15466713468458e-6,3.57733356734229e-5,4.6791523060837165e-4,4.292800280810748e-5,1.430933426936916e-5,7.15466713468458e-5,801.3227190846729,1.430933426936916e-5,NA,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,NA,1.430933426936916e-5,1.430933426936916e-4,NA,2.861866853873832e-5,1.430933426936916e-5,2.861866853873832e-5,0.0010030843322827781,NA,3291.1468819549073,3.57733356734229e-5,3.57733356734229e-5,9.816203308787245e-5,94.72779286322387,0.13357763540456113,0.25899895027558184,3.57733356734229e-5,3.1981362092040073,15.740267696306077,7.583947162765654e-4,1.430933426936916e-5,3.57733356734229e-5,1.430933426936916e-5,7.15466713468458e-5,3.57733356734229e-5,4.3929656206963323e-4,0.238965882298465,34.34240224648599,140.2314758398178,8.87178724700888,4.965338991471099e-4,7.15466713468458e-5,0.001974688129172944,0.012949947513779092,0.0024325868257927576,1173.3654100882711,NA,2.861866853873832e-5,0.002361040154445912,174.57387808630375,4.292800280810748e-5,NA,6009.9203931350485,1030.2720673945796,1.7886667836711448e-4,32.20716338681072,7.140357800415212e-5,1.430933426936916e-5,5580.640365053972,1416.6240926675468,4.621914969006239
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,UTIL,162.9,5.262014632678658,0.069950128840483,Commercial,1.430933426936916e-5,3.634570904419767e-5,1.430933426936916e-5,1.430933426936916e-5,1.430933426936916e-5,1.430933426936916e-5,1.7743574494017762e-4,1.1189899398646683e-4,3.57733356734229e-5,24.32586825792757,1.038857667956201e-4,0.06653840435256658,7.15466713468458e-5,2.604298837025187e-4,4.3214189493494867e-4,3.57733356734229e-5,9.601563294746704e-4,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,2.747392179718879e-4,2.861866853873832e-5,0.011447467415495328,7.426544485802595e-5,5.723733707747664e-5,744.0853820071964,7.15466713468458e-6,0.1659882775246823,9.229520603743109e-4,0.8442507218927806,1.430933426936916e-5,7.15466713468458e-6,3.57733356734229e-5,4.6791523060837165e-4,4.292800280810748e-5,1.430933426936916e-5,7.15466713468458e-5,801.3227190846729,1.430933426936916e-5,NA,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,NA,1.430933426936916e-5,1.430933426936916e-4,NA,2.861866853873832e-5,1.430933426936916e-5,2.861866853873832e-5,0.0010030843322827781,NA,3291.1468819549073,3.57733356734229e-5,3.57733356734229e-5,9.816203308787245e-5,94.72779286322387,0.13357763540456113,0.25899895027558184,3.57733356734229e-5,3.1981362092040073,15.740267696306077,7.583947162765654e-4,1.430933426936916e-5,3.57733356734229e-5,1.430933426936916e-5,7.15466713468458e-5,3.57733356734229e-5,4.3929656206963323e-4,0.238965882298465,34.34240224648599,140.2314758398178,8.87178724700888,4.965338991471099e-4,7.15466713468458e-5,0.001974688129172944,0.012949947513779092,0.0024325868257927576,1173.3654100882711,NA,2.861866853873832e-5,0.002361040154445912,174.57387808630375,4.292800280810748e-5,NA,6009.9203931350485,1030.2720673945796,1.7886667836711448e-4,32.20716338681072,7.140357800415212e-5,1.430933426936916e-5,5580.640365053972,1416.6240926675468,4.621914969006239
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,RESSFH,162.9,5.262014632678658,0.069950128840483,Single Family Residential,1.430933426936916e-5,3.634570904419767e-5,1.430933426936916e-5,1.430933426936916e-5,1.430933426936916e-5,1.430933426936916e-5,1.7743574494017762e-4,1.1189899398646683e-4,3.57733356734229e-5,24.32586825792757,1.038857667956201e-4,0.06653840435256658,7.15466713468458e-5,2.604298837025187e-4,4.3214189493494867e-4,3.57733356734229e-5,9.601563294746704e-4,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,2.747392179718879e-4,2.861866853873832e-5,0.011447467415495328,7.426544485802595e-5,5.723733707747664e-5,744.0853820071964,7.15466713468458e-6,0.1659882775246823,9.229520603743109e-4,0.8442507218927806,1.430933426936916e-5,7.15466713468458e-6,3.57733356734229e-5,4.6791523060837165e-4,4.292800280810748e-5,1.430933426936916e-5,7.15466713468458e-5,801.3227190846729,1.430933426936916e-5,NA,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,NA,1.430933426936916e-5,1.430933426936916e-4,NA,2.861866853873832e-5,1.430933426936916e-5,2.861866853873832e-5,0.0010030843322827781,NA,3291.1468819549073,3.57733356734229e-5,3.57733356734229e-5,9.816203308787245e-5,94.72779286322387,0.13357763540456113,0.25899895027558184,3.57733356734229e-5,3.1981362092040073,15.740267696306077,7.583947162765654e-4,1.430933426936916e-5,3.57733356734229e-5,1.430933426936916e-5,7.15466713468458e-5,3.57733356734229e-5,4.3929656206963323e-4,0.238965882298465,34.34240224648599,140.2314758398178,8.87178724700888,4.965338991471099e-4,7.15466713468458e-5,0.001974688129172944,0.012949947513779092,0.0024325868257927576,1173.3654100882711,NA,2.861866853873832e-5,0.002361040154445912,174.57387808630375,4.292800280810748e-5,NA,6009.9203931350485,1030.2720673945796,1.7886667836711448e-4,32.20716338681072,7.140357800415212e-5,1.430933426936916e-5,5580.640365053972,1416.6240926675468,4.621914969006239
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,TRANS,162.9,5.262014632678658,0.069950128840483,Streets and Roads,1.430933426936916e-5,3.634570904419767e-5,1.430933426936916e-5,1.430933426936916e-5,1.430933426936916e-5,1.430933426936916e-5,1.7743574494017762e-4,1.1189899398646683e-4,3.57733356734229e-5,24.32586825792757,1.038857667956201e-4,0.06653840435256658,7.15466713468458e-5,2.604298837025187e-4,4.3214189493494867e-4,3.57733356734229e-5,9.601563294746704e-4,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,2.747392179718879e-4,2.861866853873832e-5,0.011447467415495328,7.426544485802595e-5,5.723733707747664e-5,744.0853820071964,7.15466713468458e-6,0.1659882775246823,9.229520603743109e-4,0.8442507218927806,1.430933426936916e-5,7.15466713468458e-6,3.57733356734229e-5,4.6791523060837165e-4,4.292800280810748e-5,1.430933426936916e-5,7.15466713468458e-5,801.3227190846729,1.430933426936916e-5,NA,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,NA,1.430933426936916e-5,1.430933426936916e-4,NA,2.861866853873832e-5,1.430933426936916e-5,2.861866853873832e-5,0.0010030843322827781,NA,3291.1468819549073,3.57733356734229e-5,3.57733356734229e-5,9.816203308787245e-5,94.72779286322387,0.13357763540456113,0.25899895027558184,3.57733356734229e-5,3.1981362092040073,15.740267696306077,7.583947162765654e-4,1.430933426936916e-5,3.57733356734229e-5,1.430933426936916e-5,7.15466713468458e-5,3.57733356734229e-5,4.3929656206963323e-4,0.238965882298465,34.34240224648599,140.2314758398178,8.87178724700888,4.965338991471099e-4,7.15466713468458e-5,0.001974688129172944,0.012949947513779092,0.0024325868257927576,1173.3654100882711,NA,2.861866853873832e-5,0.002361040154445912,174.57387808630375,4.292800280810748e-5,NA,6009.9203931350485,1030.2720673945796,1.7886667836711448e-4,32.20716338681072,7.140357800415212e-5,1.430933426936916e-5,5580.640365053972,1416.6240926675468,4.621914969006239
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,OSDEV,162.9,5.262014632678658,0.069950128840483,Developed Open Space,1.430933426936916e-5,3.634570904419767e-5,1.430933426936916e-5,1.430933426936916e-5,1.430933426936916e-5,1.430933426936916e-5,1.7743574494017762e-4,1.1189899398646683e-4,3.57733356734229e-5,24.32586825792757,1.038857667956201e-4,0.06653840435256658,7.15466713468458e-5,2.604298837025187e-4,4.3214189493494867e-4,3.57733356734229e-5,9.601563294746704e-4,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,2.747392179718879e-4,2.861866853873832e-5,0.011447467415495328,7.426544485802595e-5,5.723733707747664e-5,744.0853820071964,7.15466713468458e-6,0.1659882775246823,9.229520603743109e-4,0.8442507218927806,1.430933426936916e-5,7.15466713468458e-6,3.57733356734229e-5,4.6791523060837165e-4,4.292800280810748e-5,1.430933426936916e-5,7.15466713468458e-5,801.3227190846729,1.430933426936916e-5,NA,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,NA,1.430933426936916e-5,1.430933426936916e-4,NA,2.861866853873832e-5,1.430933426936916e-5,2.861866853873832e-5,0.0010030843322827781,NA,3291.1468819549073,3.57733356734229e-5,3.57733356734229e-5,9.816203308787245e-5,94.72779286322387,0.13357763540456113,0.25899895027558184,3.57733356734229e-5,3.1981362092040073,15.740267696306077,7.583947162765654e-4,1.430933426936916e-5,3.57733356734229e-5,1.430933426936916e-5,7.15466713468458e-5,3.57733356734229e-5,4.3929656206963323e-4,0.238965882298465,34.34240224648599,140.2314758398178,8.87178724700888,4.965338991471099e-4,7.15466713468458e-5,0.001974688129172944,0.012949947513779092,0.0024325868257927576,1173.3654100882711,NA,2.861866853873832e-5,0.002361040154445912,174.57387808630375,4.292800280810748e-5,NA,6009.9203931350485,1030.2720673945796,1.7886667836711448e-4,32.20716338681072,7.140357800415212e-5,1.430933426936916e-5,5580.640365053972,1416.6240926675468,4.621914969006239
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,OSIRR,162.9,5.262014632678658,0.069950128840483,Developed Open Space,1.430933426936916e-5,3.634570904419767e-5,1.430933426936916e-5,1.430933426936916e-5,1.430933426936916e-5,1.430933426936916e-5,1.7743574494017762e-4,1.1189899398646683e-4,3.57733356734229e-5,24.32586825792757,1.038857667956201e-4,0.06653840435256658,7.15466713468458e-5,2.604298837025187e-4,4.3214189493494867e-4,3.57733356734229e-5,9.601563294746704e-4,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,2.747392179718879e-4,2.861866853873832e-5,0.011447467415495328,7.426544485802595e-5,5.723733707747664e-5,744.0853820071964,7.15466713468458e-6,0.1659882775246823,9.229520603743109e-4,0.8442507218927806,1.430933426936916e-5,7.15466713468458e-6,3.57733356734229e-5,4.6791523060837165e-4,4.292800280810748e-5,1.430933426936916e-5,7.15466713468458e-5,801.3227190846729,1.430933426936916e-5,NA,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,NA,1.430933426936916e-5,1.430933426936916e-4,NA,2.861866853873832e-5,1.430933426936916e-5,2.861866853873832e-5,0.0010030843322827781,NA,3291.1468819549073,3.57733356734229e-5,3.57733356734229e-5,9.816203308787245e-5,94.72779286322387,0.13357763540456113,0.25899895027558184,3.57733356734229e-5,3.1981362092040073,15.740267696306077,7.583947162765654e-4,1.430933426936916e-5,3.57733356734229e-5,1.430933426936916e-5,7.15466713468458e-5,3.57733356734229e-5,4.3929656206963323e-4,0.238965882298465,34.34240224648599,140.2314758398178,8.87178724700888,4.965338991471099e-4,7.15466713468458e-5,0.001974688129172944,0.012949947513779092,0.0024325868257927576,1173.3654100882711,NA,2.861866853873832e-5,0.002361040154445912,174.57387808630375,4.292800280810748e-5,NA,6009.9203931350485,1030.2720673945796,1.7886667836711448e-4,32.20716338681072,7.140357800415212e-5,1.430933426936916e-5,5580.640365053972,1416.6240926675468,4.621914969006239
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,OSLOW,162.9,5.262014632678658,0.069950128840483,Open Space,1.430933426936916e-5,3.634570904419767e-5,1.430933426936916e-5,1.430933426936916e-5,1.430933426936916e-5,1.430933426936916e-5,1.7743574494017762e-4,1.1189899398646683e-4,3.57733356734229e-5,24.32586825792757,1.038857667956201e-4,0.06653840435256658,7.15466713468458e-5,2.604298837025187e-4,4.3214189493494867e-4,3.57733356734229e-5,9.601563294746704e-4,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,2.747392179718879e-4,2.861866853873832e-5,0.011447467415495328,7.426544485802595e-5,5.723733707747664e-5,744.0853820071964,7.15466713468458e-6,0.1659882775246823,9.229520603743109e-4,0.8442507218927806,1.430933426936916e-5,7.15466713468458e-6,3.57733356734229e-5,4.6791523060837165e-4,4.292800280810748e-5,1.430933426936916e-5,7.15466713468458e-5,801.3227190846729,1.430933426936916e-5,NA,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,3.57733356734229e-5,NA,1.430933426936916e-5,1.430933426936916e-4,NA,2.861866853873832e-5,1.430933426936916e-5,2.861866853873832e-5,0.0010030843322827781,NA,3291.1468819549073,3.57733356734229e-5,3.57733356734229e-5,9.816203308787245e-5,94.72779286322387,0.13357763540456113,0.25899895027558184,3.57733356734229e-5,3.1981362092040073,15.740267696306077,7.583947162765654e-4,1.430933426936916e-5,3.57733356734229e-5,1.430933426936916e-5,7.15466713468458e-5,3.57733356734229e-5,4.3929656206963323e-4,0.238965882298465,34.34240224648599,140.2314758398178,8.87178724700888,4.965338991471099e-4,7.15466713468458e-5,0.001974688129172944,0.012949947513779092,0.0024325868257927576,1173.3654100882711,NA,2.861866853873832e-5,0.002361040154445912,174.57387808630375,4.292800280810748e-5,NA,6009.9203931350485,1030.2720673945796,1.7886667836711448e-4,32.20716338681072,7.140357800415212e-5,1.430933426936916e-5,5580.640365053972,1416.6240926675468,4.621914969006239
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209006,Dissolved,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,EDU,162.9,5.262014632678658,0.069950128840483,Education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06653840435256658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011447467415495328,NA,NA,NA,NA,0.1659882775246823,NA,0.8442507218927806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.72779286322387,0.13357763540456113,NA,NA,3.1981362092040073,NA,7.583947162765654e-4,NA,NA,NA,NA,NA,NA,0.238965882298465,NA,NA,NA,NA,NA,NA,0.012949947513779092,0.0024325868257927576,NA,NA,NA,0.002361040154445912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.621914969006239
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209006,Dissolved,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,UTIL,162.9,5.262014632678658,0.069950128840483,Commercial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06653840435256658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011447467415495328,NA,NA,NA,NA,0.1659882775246823,NA,0.8442507218927806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.72779286322387,0.13357763540456113,NA,NA,3.1981362092040073,NA,7.583947162765654e-4,NA,NA,NA,NA,NA,NA,0.238965882298465,NA,NA,NA,NA,NA,NA,0.012949947513779092,0.0024325868257927576,NA,NA,NA,0.002361040154445912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.621914969006239
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209006,Dissolved,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,RESSFH,162.9,5.262014632678658,0.069950128840483,Single Family Residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06653840435256658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011447467415495328,NA,NA,NA,NA,0.1659882775246823,NA,0.8442507218927806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.72779286322387,0.13357763540456113,NA,NA,3.1981362092040073,NA,7.583947162765654e-4,NA,NA,NA,NA,NA,NA,0.238965882298465,NA,NA,NA,NA,NA,NA,0.012949947513779092,0.0024325868257927576,NA,NA,NA,0.002361040154445912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.621914969006239
