Station,area_acres,station,Rain_Gage_Total,Rain_Event_Total,HSN,Fraction,Sample Type,Collected Date,Composite Begin.x,Composite End.x,Composite Start Time,Composite End Time,Composite Begin.y,Composite End.y,LSPC_LU_DESC,Stormflow Volume -cf,Stormwater Volume (acre-ft)_RC_M,RC_M,RC_Group,"2,4'-DDD","2,4'-DDE","2,4'-DDT","4,4'-DDD","4,4'-DDE","4,4'-DDT",Acenaphthene,Acenaphthylene,Aldrin,"Ammonia, as Nitrogen",Anthracene,"Arsenic, Total",Azinphos Methyl,Benz[a]anthracene,Benzo[a]pyrene,Benzo[b]fluoranthene,"Benzo[g,h,i]perylene",Benzo[k]fluoranthene,BHC-alpha,BHC-beta,BHC-delta,BHC-gamma,Biphenyl,Bolstar (Sulprofos),"Cadmium, Total",Chlordane-alpha,Chlordane-gamma,Chloride,Chlorpyrifos,"Chromium, Total",Chrysene,"Copper, Total",Demeton,Diazinon,"Dibenz[a,h]anthracene",Dibenzothiophene,Dichlorvos,Dieldrin,Dimethoate,Dissolved Organic Carbon,Disulfoton,E. coli,Endosulfan-I,Endosulfan-II,Endosulfan Sulfate,Endrin,Endrin Aldehyde,Enterococcus,Ethoprop (Ethoprofos),Ethyl Parathion,Fecal coliforms,Fenchlorphos (Ronnel),Fensulfothion,Fenthion,Fluoranthene,Fluorene,"Hardness as CaCO3, Total",Heptachlor,Heptachlor Epoxide,"Indeno[1,2,3-cd]pyrene","Iron, Total","Lead, Total","Magnesium, Total",Malathion,"Manganese, Total",MBAS,"Mercury, Total",Merphos,Methoxychlor,Methyl Parathion,Mevinphos (Phosdrin),Mirex,Naphthalene,"Nickel, Total",Nitrate + Nitrite as N,"Nitrogen, Total Kjeldahl",Orthophosphate as P,Phenanthrene,Phorate,Pyrene,"Selenium, Total","Silver, Total",Sulfate,Temperature,Tetrachlorvinphos (Stirofos),"Thallium, Total",TN,Tokuthion (Prothiofos),Total Coliforms,Total Dissolved Solids,Total Organic Carbon (TOC),Toxaphene,TP,trans-Nonachlor,Trichloronate,TSS,VSS,"Zinc, Total"
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,EDU,162.9,27.04819023540124,0.3595627385979095,Education,7.355388049592284e-5,1.8682685645964403e-4,7.355388049592284e-5,7.355388049592284e-5,7.355388049592284e-5,7.355388049592284e-5,9.120681181494432e-4,5.751913454781167e-4,1.8388470123980707e-4,125.04159684306882,5.340011724003997e-4,0.34202554430604115,3.6776940247961414e-4,0.0013386806250257955,0.0022213271909768692,1.8388470123980707e-4,0.004935465381276421,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,0.0014122345055217183,1.4710776099184568e-4,0.058843104396738274,3.8174463977383953e-4,2.9421552198369137e-4,3824.8017857879872,3.677694024796142e-5,0.8532250137527048,0.004744225291987023,4.339678949259447,7.355388049592284e-5,3.677694024796142e-5,1.8388470123980707e-4,0.002405211892216677,2.206616414877685e-4,7.355388049592284e-5,3.6776940247961414e-4,4119.017307771678,7.355388049592284e-5,NA,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,NA,7.355388049592284e-5,7.355388049592283e-4,NA,1.4710776099184568e-4,7.355388049592284e-5,1.4710776099184568e-4,0.00515612702276419,NA,16917.392514062252,1.8388470123980707e-4,1.8388470123980707e-4,5.045796202020307e-4,486.92668888300915,0.6866254744294396,1.3313252369762034,1.8388470123980707e-4,16.439292290838754,80.90926854551512,0.0038983556662839105,7.355388049592284e-5,1.8388470123980707e-4,7.355388049592284e-5,3.6776940247961414e-4,1.8388470123980707e-4,0.002258104131224831,1.2283498042819112,176.5293131902148,720.8280288600439,45.60340590747215,0.002552319653208523,3.6776940247961414e-4,0.010150435508437352,0.06656626184881016,0.01250415968430688,6031.418200665673,NA,1.4710776099184568e-4,0.012136390281827268,897.3573420502585,2.206616414877685e-4,NA,30892.629808287587,5295.879395706444,9.194235061990353e-4,165.55360314261324,3.670338636746549e-4,7.355388049592284e-5,28686.01339340991,7281.834169096361,23.757903400183082
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,UTIL,162.9,27.04819023540124,0.3595627385979095,Commercial,7.355388049592284e-5,1.8682685645964403e-4,7.355388049592284e-5,7.355388049592284e-5,7.355388049592284e-5,7.355388049592284e-5,9.120681181494432e-4,5.751913454781167e-4,1.8388470123980707e-4,125.04159684306882,5.340011724003997e-4,0.34202554430604115,3.6776940247961414e-4,0.0013386806250257955,0.0022213271909768692,1.8388470123980707e-4,0.004935465381276421,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,0.0014122345055217183,1.4710776099184568e-4,0.058843104396738274,3.8174463977383953e-4,2.9421552198369137e-4,3824.8017857879872,3.677694024796142e-5,0.8532250137527048,0.004744225291987023,4.339678949259447,7.355388049592284e-5,3.677694024796142e-5,1.8388470123980707e-4,0.002405211892216677,2.206616414877685e-4,7.355388049592284e-5,3.6776940247961414e-4,4119.017307771678,7.355388049592284e-5,NA,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,NA,7.355388049592284e-5,7.355388049592283e-4,NA,1.4710776099184568e-4,7.355388049592284e-5,1.4710776099184568e-4,0.00515612702276419,NA,16917.392514062252,1.8388470123980707e-4,1.8388470123980707e-4,5.045796202020307e-4,486.92668888300915,0.6866254744294396,1.3313252369762034,1.8388470123980707e-4,16.439292290838754,80.90926854551512,0.0038983556662839105,7.355388049592284e-5,1.8388470123980707e-4,7.355388049592284e-5,3.6776940247961414e-4,1.8388470123980707e-4,0.002258104131224831,1.2283498042819112,176.5293131902148,720.8280288600439,45.60340590747215,0.002552319653208523,3.6776940247961414e-4,0.010150435508437352,0.06656626184881016,0.01250415968430688,6031.418200665673,NA,1.4710776099184568e-4,0.012136390281827268,897.3573420502585,2.206616414877685e-4,NA,30892.629808287587,5295.879395706444,9.194235061990353e-4,165.55360314261324,3.670338636746549e-4,7.355388049592284e-5,28686.01339340991,7281.834169096361,23.757903400183082
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,RESSFH,162.9,27.04819023540124,0.3595627385979095,Single Family Residential,7.355388049592284e-5,1.8682685645964403e-4,7.355388049592284e-5,7.355388049592284e-5,7.355388049592284e-5,7.355388049592284e-5,9.120681181494432e-4,5.751913454781167e-4,1.8388470123980707e-4,125.04159684306882,5.340011724003997e-4,0.34202554430604115,3.6776940247961414e-4,0.0013386806250257955,0.0022213271909768692,1.8388470123980707e-4,0.004935465381276421,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,0.0014122345055217183,1.4710776099184568e-4,0.058843104396738274,3.8174463977383953e-4,2.9421552198369137e-4,3824.8017857879872,3.677694024796142e-5,0.8532250137527048,0.004744225291987023,4.339678949259447,7.355388049592284e-5,3.677694024796142e-5,1.8388470123980707e-4,0.002405211892216677,2.206616414877685e-4,7.355388049592284e-5,3.6776940247961414e-4,4119.017307771678,7.355388049592284e-5,NA,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,NA,7.355388049592284e-5,7.355388049592283e-4,NA,1.4710776099184568e-4,7.355388049592284e-5,1.4710776099184568e-4,0.00515612702276419,NA,16917.392514062252,1.8388470123980707e-4,1.8388470123980707e-4,5.045796202020307e-4,486.92668888300915,0.6866254744294396,1.3313252369762034,1.8388470123980707e-4,16.439292290838754,80.90926854551512,0.0038983556662839105,7.355388049592284e-5,1.8388470123980707e-4,7.355388049592284e-5,3.6776940247961414e-4,1.8388470123980707e-4,0.002258104131224831,1.2283498042819112,176.5293131902148,720.8280288600439,45.60340590747215,0.002552319653208523,3.6776940247961414e-4,0.010150435508437352,0.06656626184881016,0.01250415968430688,6031.418200665673,NA,1.4710776099184568e-4,0.012136390281827268,897.3573420502585,2.206616414877685e-4,NA,30892.629808287587,5295.879395706444,9.194235061990353e-4,165.55360314261324,3.670338636746549e-4,7.355388049592284e-5,28686.01339340991,7281.834169096361,23.757903400183082
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,TRANS,162.9,27.04819023540124,0.3595627385979095,Streets and Roads,7.355388049592284e-5,1.8682685645964403e-4,7.355388049592284e-5,7.355388049592284e-5,7.355388049592284e-5,7.355388049592284e-5,9.120681181494432e-4,5.751913454781167e-4,1.8388470123980707e-4,125.04159684306882,5.340011724003997e-4,0.34202554430604115,3.6776940247961414e-4,0.0013386806250257955,0.0022213271909768692,1.8388470123980707e-4,0.004935465381276421,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,0.0014122345055217183,1.4710776099184568e-4,0.058843104396738274,3.8174463977383953e-4,2.9421552198369137e-4,3824.8017857879872,3.677694024796142e-5,0.8532250137527048,0.004744225291987023,4.339678949259447,7.355388049592284e-5,3.677694024796142e-5,1.8388470123980707e-4,0.002405211892216677,2.206616414877685e-4,7.355388049592284e-5,3.6776940247961414e-4,4119.017307771678,7.355388049592284e-5,NA,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,NA,7.355388049592284e-5,7.355388049592283e-4,NA,1.4710776099184568e-4,7.355388049592284e-5,1.4710776099184568e-4,0.00515612702276419,NA,16917.392514062252,1.8388470123980707e-4,1.8388470123980707e-4,5.045796202020307e-4,486.92668888300915,0.6866254744294396,1.3313252369762034,1.8388470123980707e-4,16.439292290838754,80.90926854551512,0.0038983556662839105,7.355388049592284e-5,1.8388470123980707e-4,7.355388049592284e-5,3.6776940247961414e-4,1.8388470123980707e-4,0.002258104131224831,1.2283498042819112,176.5293131902148,720.8280288600439,45.60340590747215,0.002552319653208523,3.6776940247961414e-4,0.010150435508437352,0.06656626184881016,0.01250415968430688,6031.418200665673,NA,1.4710776099184568e-4,0.012136390281827268,897.3573420502585,2.206616414877685e-4,NA,30892.629808287587,5295.879395706444,9.194235061990353e-4,165.55360314261324,3.670338636746549e-4,7.355388049592284e-5,28686.01339340991,7281.834169096361,23.757903400183082
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,OSDEV,162.9,27.04819023540124,0.3595627385979095,Developed Open Space,7.355388049592284e-5,1.8682685645964403e-4,7.355388049592284e-5,7.355388049592284e-5,7.355388049592284e-5,7.355388049592284e-5,9.120681181494432e-4,5.751913454781167e-4,1.8388470123980707e-4,125.04159684306882,5.340011724003997e-4,0.34202554430604115,3.6776940247961414e-4,0.0013386806250257955,0.0022213271909768692,1.8388470123980707e-4,0.004935465381276421,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,0.0014122345055217183,1.4710776099184568e-4,0.058843104396738274,3.8174463977383953e-4,2.9421552198369137e-4,3824.8017857879872,3.677694024796142e-5,0.8532250137527048,0.004744225291987023,4.339678949259447,7.355388049592284e-5,3.677694024796142e-5,1.8388470123980707e-4,0.002405211892216677,2.206616414877685e-4,7.355388049592284e-5,3.6776940247961414e-4,4119.017307771678,7.355388049592284e-5,NA,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,NA,7.355388049592284e-5,7.355388049592283e-4,NA,1.4710776099184568e-4,7.355388049592284e-5,1.4710776099184568e-4,0.00515612702276419,NA,16917.392514062252,1.8388470123980707e-4,1.8388470123980707e-4,5.045796202020307e-4,486.92668888300915,0.6866254744294396,1.3313252369762034,1.8388470123980707e-4,16.439292290838754,80.90926854551512,0.0038983556662839105,7.355388049592284e-5,1.8388470123980707e-4,7.355388049592284e-5,3.6776940247961414e-4,1.8388470123980707e-4,0.002258104131224831,1.2283498042819112,176.5293131902148,720.8280288600439,45.60340590747215,0.002552319653208523,3.6776940247961414e-4,0.010150435508437352,0.06656626184881016,0.01250415968430688,6031.418200665673,NA,1.4710776099184568e-4,0.012136390281827268,897.3573420502585,2.206616414877685e-4,NA,30892.629808287587,5295.879395706444,9.194235061990353e-4,165.55360314261324,3.670338636746549e-4,7.355388049592284e-5,28686.01339340991,7281.834169096361,23.757903400183082
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,OSIRR,162.9,27.04819023540124,0.3595627385979095,Developed Open Space,7.355388049592284e-5,1.8682685645964403e-4,7.355388049592284e-5,7.355388049592284e-5,7.355388049592284e-5,7.355388049592284e-5,9.120681181494432e-4,5.751913454781167e-4,1.8388470123980707e-4,125.04159684306882,5.340011724003997e-4,0.34202554430604115,3.6776940247961414e-4,0.0013386806250257955,0.0022213271909768692,1.8388470123980707e-4,0.004935465381276421,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,0.0014122345055217183,1.4710776099184568e-4,0.058843104396738274,3.8174463977383953e-4,2.9421552198369137e-4,3824.8017857879872,3.677694024796142e-5,0.8532250137527048,0.004744225291987023,4.339678949259447,7.355388049592284e-5,3.677694024796142e-5,1.8388470123980707e-4,0.002405211892216677,2.206616414877685e-4,7.355388049592284e-5,3.6776940247961414e-4,4119.017307771678,7.355388049592284e-5,NA,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,NA,7.355388049592284e-5,7.355388049592283e-4,NA,1.4710776099184568e-4,7.355388049592284e-5,1.4710776099184568e-4,0.00515612702276419,NA,16917.392514062252,1.8388470123980707e-4,1.8388470123980707e-4,5.045796202020307e-4,486.92668888300915,0.6866254744294396,1.3313252369762034,1.8388470123980707e-4,16.439292290838754,80.90926854551512,0.0038983556662839105,7.355388049592284e-5,1.8388470123980707e-4,7.355388049592284e-5,3.6776940247961414e-4,1.8388470123980707e-4,0.002258104131224831,1.2283498042819112,176.5293131902148,720.8280288600439,45.60340590747215,0.002552319653208523,3.6776940247961414e-4,0.010150435508437352,0.06656626184881016,0.01250415968430688,6031.418200665673,NA,1.4710776099184568e-4,0.012136390281827268,897.3573420502585,2.206616414877685e-4,NA,30892.629808287587,5295.879395706444,9.194235061990353e-4,165.55360314261324,3.670338636746549e-4,7.355388049592284e-5,28686.01339340991,7281.834169096361,23.757903400183082
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209003,Total,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,OSLOW,162.9,27.04819023540124,0.3595627385979095,Open Space,7.355388049592284e-5,1.8682685645964403e-4,7.355388049592284e-5,7.355388049592284e-5,7.355388049592284e-5,7.355388049592284e-5,9.120681181494432e-4,5.751913454781167e-4,1.8388470123980707e-4,125.04159684306882,5.340011724003997e-4,0.34202554430604115,3.6776940247961414e-4,0.0013386806250257955,0.0022213271909768692,1.8388470123980707e-4,0.004935465381276421,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,0.0014122345055217183,1.4710776099184568e-4,0.058843104396738274,3.8174463977383953e-4,2.9421552198369137e-4,3824.8017857879872,3.677694024796142e-5,0.8532250137527048,0.004744225291987023,4.339678949259447,7.355388049592284e-5,3.677694024796142e-5,1.8388470123980707e-4,0.002405211892216677,2.206616414877685e-4,7.355388049592284e-5,3.6776940247961414e-4,4119.017307771678,7.355388049592284e-5,NA,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,1.8388470123980707e-4,NA,7.355388049592284e-5,7.355388049592283e-4,NA,1.4710776099184568e-4,7.355388049592284e-5,1.4710776099184568e-4,0.00515612702276419,NA,16917.392514062252,1.8388470123980707e-4,1.8388470123980707e-4,5.045796202020307e-4,486.92668888300915,0.6866254744294396,1.3313252369762034,1.8388470123980707e-4,16.439292290838754,80.90926854551512,0.0038983556662839105,7.355388049592284e-5,1.8388470123980707e-4,7.355388049592284e-5,3.6776940247961414e-4,1.8388470123980707e-4,0.002258104131224831,1.2283498042819112,176.5293131902148,720.8280288600439,45.60340590747215,0.002552319653208523,3.6776940247961414e-4,0.010150435508437352,0.06656626184881016,0.01250415968430688,6031.418200665673,NA,1.4710776099184568e-4,0.012136390281827268,897.3573420502585,2.206616414877685e-4,NA,30892.629808287587,5295.879395706444,9.194235061990353e-4,165.55360314261324,3.670338636746549e-4,7.355388049592284e-5,28686.01339340991,7281.834169096361,23.757903400183082
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209006,Dissolved,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,EDU,162.9,27.04819023540124,0.3595627385979095,Education,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34202554430604115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058843104396738274,NA,NA,NA,NA,0.8532250137527048,NA,4.339678949259447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.92668888300915,0.6866254744294396,NA,NA,16.439292290838754,NA,0.0038983556662839105,NA,NA,NA,NA,NA,NA,1.2283498042819112,NA,NA,NA,NA,NA,NA,0.06656626184881016,0.01250415968430688,NA,NA,NA,0.012136390281827268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.757903400183082
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209006,Dissolved,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,UTIL,162.9,27.04819023540124,0.3595627385979095,Commercial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34202554430604115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058843104396738274,NA,NA,NA,NA,0.8532250137527048,NA,4.339678949259447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.92668888300915,0.6866254744294396,NA,NA,16.439292290838754,NA,0.0038983556662839105,NA,NA,NA,NA,NA,NA,1.2283498042819112,NA,NA,NA,NA,NA,NA,0.06656626184881016,0.01250415968430688,NA,NA,NA,0.012136390281827268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.757903400183082
J01-9046-2,46.36377902,ELTORO,19.47,0.14,3209006,Dissolved,Composite,2023-12-19T09:45:00Z,2023-12-18,2023-12-19,2023-12-18T22:17:00Z,2023-12-19T07:17:00Z,2023-12-18,2023-12-19,RESSFH,162.9,27.04819023540124,0.3595627385979095,Single Family Residential,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34202554430604115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058843104396738274,NA,NA,NA,NA,0.8532250137527048,NA,4.339678949259447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.92668888300915,0.6866254744294396,NA,NA,16.439292290838754,NA,0.0038983556662839105,NA,NA,NA,NA,NA,NA,1.2283498042819112,NA,NA,NA,NA,NA,NA,0.06656626184881016,0.01250415968430688,NA,NA,NA,0.012136390281827268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.757903400183082
