FACILITYID,EMC_Group,RC,RC_WMAcf,EMC_Group_Area,Area_Rainfall,Trib_LU_Volume_RC,Trib_LU_Volume_RC_WMAcf,TotalVol_RC,TotalVol_RC_WMAcf,"Copper, Total - Dissolved - mg/L","Copper, Total - Total - mg/L",Fecal coliforms - Total - CFU/100 mL,"Lead, Total - Total - mg/L",TN - Total - mg/L,TP - Total - mg/L,TSS - Total - mg/L,"Zinc, Total - Dissolved - mg/L","Zinc, Total - Total - mg/L",RC_Group,RC_M,LSPC_LU_DESC,RC_WMA
DP01-12022-1,developed open space,0.217,0.03558707832292528,0.358599294,20.2,0.1309903454433,0.0214818602895749,6.1165866418911,1.20113941525087,0.005507185776799208,0.07755772867124491,371924142096.9955,0.010023636877043402,54.15581099136112,5.420206680172639,468.1617964191133,0.1623209695528918,0.18118888016321003,Developed Open Space,0.3972003861627511,OSDEV,0.217
DP01-12022-1,open space,0.078,0.01509272325584778,0.012032796,20.2,0.0015799061148,3.0570622770382145e-4,6.1165866418911,1.20113941525087,0.005034888232922526,0.06467744951911222,21801007606.873802,0.011401554770198838,23.78408936603993,1.2820614466331637,718.2168824688806,0.1310989932310397,0.14050025780258407,Open Space,0.3972003861627511,OSLOW,0.078
DP01-12022-1,single family,0.405,0.07981888209877125,8.777435116,20.2,5.984016390333,1.1793518487335912,6.1165866418911,1.20113941525087,0.1383219121339549,0.20462972212033737,458603210842.6043,0.012601994994662137,51.62444801140123,5.702992342997599,501.5406012231919,0.2653344556149368,0.768821071703505,Single Family Residential,0.3972003861627511,RESSFH,0.405
DP01-12022-2,single family,0.405,0.07981888209877125,10.181292044,20.2,6.941095850997,1.3679765712765428,6.941095850997,1.3679765712765428,0.15696755504768334,0.2322135855106605,520422423551.14136,0.014300730177295452,58.5833673061746,6.471749491642869,569.1477273312232,0.30110125088099343,0.8724573137592901,Single Family Residential,0.405,RESSFH,0.405
DP01-12022-2,single family,0.405,0.07981888209877125,10.181292044,20.2,6.941095850997,1.3679765712765428,6.941095850997,1.3679765712765428,0.15696755504768334,0.2322135855106605,520422423551.14136,0.014300730177295452,58.5833673061746,6.471749491642869,569.1477273312232,0.30110125088099343,0.8724573137592901,Single Family Residential,0.405,RESSFL,0.405
DP02-12131-1,developed open space,0.217,0.03558707832292528,0.935226113,20.2,0.34162251197701665,0.05602464097050954,6.915243116406117,1.3515827150536506,0.006226271409768814,0.08768461573726671,420487113817.1789,0.011332445688024802,61.2270570331714,6.1279352568729015,529.2907351101713,0.18351558362000994,0.20484711975412886,Developed Open Space,0.39775255728584313,OSDEV,0.217
DP02-12131-1,open space,0.078,0.01509272325584778,0.275677699,20.2,0.0361964818787,0.0070038908183401,6.915243116406117,1.3515827150536506,0.005692304913353919,0.0731225295674816,24647614202.28004,0.012890281419535002,26.889631406846963,1.4494630931768464,811.9960761389659,0.148216883629139,0.15884569245997163,Open Space,0.39775255728584313,OSLOW,0.078
DP02-12131-1,single family,0.405,0.07981888209877125,6.221590364,20.2,4.241569230657,0.8359439860137949,6.915243116406117,1.3515827150536506,0.15638291529811918,0.23134868516589113,518484063516.9287,0.01424746582399073,58.36516829568418,6.447644879700059,567.0278855290696,0.2999797722425893,0.8692077681747475,Single Family Residential,0.39775255728584313,RESSFH,0.405
DP02-12131-1,surface street,0.471,0.09285404040906696,2.895698924,20.2,2.2958548918934,0.452610197251006,6.915243116406117,1.3515827150536506,0.19473054857448843,0.27829928537520465,386536032959.0168,0.02186340131498107,59.75319870747745,7.084763203804355,512.1542535294856,0.5934874875583006,1.2795814021459913,Streets and Roads,0.39775255728584313,TRANS,0.471
DP04-12015-1,agriculture,0.222,0.01579763902777137,12.14913212,20.2,4.5401306732440005,0.32307813294964566,59.03980881212294,15.57854962055436,1.0104428962110144,2.3296839464189247,636695807903.3077,0.09758079343701909,887.0360228570281,142.63061261962883,9888.737605367067,1.5219626467451925,6.693504348177863,Agriculture,0.18097054271288604,OSAGIR,0.222
